,jurisdiction,year,week,number_of_deaths,last_week
0,United States,2020,1,60167,2020W53
1,United States,2020,2,60722,2020W53
2,United States,2020,3,59352,2020W53
3,United States,2020,4,59139,2020W53
4,United States,2020,5,58801,2020W53
5,United States,2020,6,59369,2020W53
6,United States,2020,7,58786,2020W53
7,United States,2020,8,58874,2020W53
8,United States,2020,9,59270,2020W53
9,United States,2020,10,59637,2020W53
10,United States,2020,11,58656,2020W53
11,United States,2020,12,59167,2020W53
12,United States,2020,13,62968,2020W53
13,United States,2020,14,72239,2020W53
14,United States,2020,15,79016,2020W53
15,United States,2020,16,76701,2020W53
16,United States,2020,17,73849,2020W53
17,United States,2020,18,69245,2020W53
18,United States,2020,19,66761,2020W53
19,United States,2020,20,64424,2020W53
20,United States,2020,21,61560,2020W53
21,United States,2020,22,59613,2020W53
22,United States,2020,23,58822,2020W53
23,United States,2020,24,57960,2020W53
24,United States,2020,25,57917,2020W53
25,United States,2020,26,58427,2020W53
26,United States,2020,27,59740,2020W53
27,United States,2020,28,61824,2020W53
28,United States,2020,29,63053,2020W53
29,United States,2020,30,64134,2020W53
30,United States,2020,31,64079,2020W53
31,United States,2020,32,63549,2020W53
32,United States,2020,33,63419,2020W53
33,United States,2020,34,62290,2020W53
34,United States,2020,35,60796,2020W53
35,United States,2020,36,59788,2020W53
36,United States,2020,37,59079,2020W53
37,United States,2020,38,58989,2020W53
38,United States,2020,39,59555,2020W53
39,United States,2020,40,58253,2020W53
40,United States,2020,41,59632,2020W53
41,United States,2020,42,58017,2020W53
42,United States,2020,43,59459,2020W53
43,United States,2020,44,60538,2020W53
44,United States,2020,45,64156,2020W53
45,United States,2020,46,65398,2020W53
46,United States,2020,47,67523,2020W53
47,United States,2020,48,68611,2020W53
48,United States,2020,49,71697,2020W53
49,United States,2020,50,73816,2020W53
50,United States,2020,51,69901,2020W53
51,United States,2020,52,61638,2020W53
52,United States,2020,53,50929,2020W53
53,Alabama,2020,1,1081,2020W53
54,Alabama,2020,2,1127,2020W53
55,Alabama,2020,3,1039,2020W53
56,Alabama,2020,4,1055,2020W53
57,Alabama,2020,5,1026,2020W53
58,Alabama,2020,6,1119,2020W53
59,Alabama,2020,7,1094,2020W53
60,Alabama,2020,8,1097,2020W53
61,Alabama,2020,9,1162,2020W53
62,Alabama,2020,10,1054,2020W53
63,Alabama,2020,11,1091,2020W53
64,Alabama,2020,12,1058,2020W53
65,Alabama,2020,13,1073,2020W53
66,Alabama,2020,14,1156,2020W53
67,Alabama,2020,15,1134,2020W53
68,Alabama,2020,16,1144,2020W53
69,Alabama,2020,17,1138,2020W53
