jurisdiction,number_of_deaths,year,week,last_week
California,5976,2020,14,37
California,6042,2020,15,37
California,6126,2020,16,37
California,5932,2020,17,37
California,5737,2020,18,37
California,5658,2020,19,37
California,5679,2020,20,37
California,5522,2020,21,37
California,5582,2020,22,37
California,5500,2020,23,37
California,5545,2020,24,37
California,5469,2020,25,37
California,5670,2020,26,37
California,5865,2020,27,37
California,5998,2020,28,37
California,6184,2020,29,37
California,6198,2020,30,37
California,6278,2020,31,37
California,6235,2020,32,37
California,6197,2020,33,37
California,6300,2020,34,37
California,5626,2020,35,37
California,5101,2020,36,37
California,4263,2020,37,37
Colorado,854,2020,1,37
Colorado,872,2020,2,37
Colorado,848,2020,3,37
Colorado,852,2020,4,37
Colorado,792,2020,5,37
Colorado,846,2020,6,37
Colorado,807,2020,7,37
Colorado,880,2020,8,37
Colorado,842,2020,9,37
Colorado,822,2020,10,37
Colorado,822,2020,11,37
Colorado,890,2020,12,37
Colorado,859,2020,13,37
Colorado,966,2020,14,37
Colorado,1096,2020,15,37
Colorado,1104,2020,16,37
Colorado,1066,2020,17,37
Colorado,996,2020,18,37
Colorado,904,2020,19,37
Colorado,883,2020,20,37
Colorado,846,2020,21,37
Colorado,833,2020,22,37
Colorado,820,2020,23,37
Colorado,812,2020,24,37
Colorado,857,2020,25,37
Colorado,876,2020,26,37
Colorado,783,2020,27,37
Colorado,813,2020,28,37
Colorado,808,2020,29,37
Colorado,830,2020,30,37
Colorado,805,2020,31,37
Colorado,836,2020,32,37
Colorado,821,2020,33,37
Colorado,847,2020,34,37
Colorado,798,2020,35,37
Colorado,704,2020,36,37
Colorado,709,2020,37,37
Connecticut,632,2020,1,37
Connecticut,629,2020,2,37
Connecticut,639,2020,3,37
Connecticut,652,2020,4,37
Connecticut,681,2020,5,37
Connecticut,647,2020,6,37
Connecticut,633,2020,7,37
Connecticut,647,2020,8,37
Connecticut,633,2020,9,37
Connecticut,622,2020,10,37
Connecticut,625,2020,11,37
Connecticut,667,2020,12,37
Connecticut,748,2020,13,37
Connecticut,888,2020,14,37
Connecticut,1260,2020,15,37
Connecticut,1388,2020,16,37
Connecticut,1339,2020,17,37
Connecticut,1166,2020,18,37
Connecticut,1048,2020,19,37
Connecticut,946,2020,20,37
Connecticut,816,2020,21,37
Connecticut,752,2020,22,37
Connecticut,660,2020,23,37
Connecticut,622,2020,24,37
Connecticut,569,2020,25,37
Connecticut,586,2020,26,37
Connecticut,537,2020,27,37
Connecticut,594,2020,28,37
Connecticut,550,2020,29,37
Connecticut,562,2020,30,37
Connecticut,495,2020,31,37
Connecticut,380,2020,32,37
Connecticut,334,2020,33,37
Connecticut,192,2020,34,37
Connecticut,97,2020,35,37
Connecticut,20,2020,36,37
Connecticut,,2020,37,37
Delaware,199,2020,1,37
Delaware,193,2020,2,37
Delaware,190,2020,3,37
Delaware,190,2020,4,37
Delaware,183,2020,5,37
Delaware,191,2020,6,37
Delaware,202,2020,7,37
Delaware,193,2020,8,37
Delaware,163,2020,9,37
Delaware,200,2020,10,37
Delaware,189,2020,11,37
Delaware,221,2020,12,37
Delaware,188,2020,13,37
Delaware,214,2020,14,37
Delaware,219,2020,15,37
Delaware,227,2020,16,37
Delaware,285,2020,17,37
Delaware,250,2020,18,37
Delaware,269,2020,19,37
Delaware,276,2020,20,37
Delaware,221,2020,21,37
Delaware,226,2020,22,37
Delaware,178,2020,23,37
Delaware,196,2020,24,37
Delaware,156,2020,25,37
Delaware,197,2020,26,37
Delaware,195,2020,27,37
Delaware,190,2020,28,37
Delaware,187,2020,29,37
Delaware,197,2020,30,37
Delaware,188,2020,31,37
Delaware,187,2020,32,37
Delaware,176,2020,33,37
Delaware,165,2020,34,37
Delaware,144,2020,35,37
Delaware,132,2020,36,37
Delaware,80,2020,37,37
District of Columbia,132,2020,1,37
District of Columbia,128,2020,2,37
District of Columbia,140,2020,3,37
District of Columbia,131,2020,4,37
District of Columbia,143,2020,5,37
District of Columbia,131,2020,6,37
District of Columbia,122,2020,7,37
District of Columbia,104,2020,8,37
District of Columbia,135,2020,9,37
District of Columbia,118,2020,10,37
District of Columbia,114,2020,11,37
District of Columbia,129,2020,12,37
District of Columbia,130,2020,13,37
District of Columbia,156,2020,14,37
District of Columbia,193,2020,15,37
District of Columbia,202,2020,16,37
District of Columbia,241,2020,17,37
District of Columbia,215,2020,18,37
District of Columbia,214,2020,19,37
District of Columbia,184,2020,20,37
District of Columbia,181,2020,21,37
District of Columbia,168,2020,22,37
District of Columbia,149,2020,23,37
District of Columbia,146,2020,24,37
District of Columbia,132,2020,25,37
District of Columbia,128,2020,26,37
District of Columbia,121,2020,27,37
District of Columbia,138,2020,28,37
District of Columbia,121,2020,29,37
District of Columbia,124,2020,30,37
District of Columbia,128,2020,31,37
District of Columbia,113,2020,32,37
District of Columbia,109,2020,33,37
District of Columbia,98,2020,34,37
District of Columbia,124,2020,35,37
District of Columbia,113,2020,36,37
District of Columbia,67,2020,37,37
Florida,4341,2020,1,37
Florida,4408,2020,2,37
Florida,4384,2020,3,37
Florida,4387,2020,4,37
Florida,4419,2020,5,37
Florida,4385,2020,6,37
Florida,4359,2020,7,37
Florida,4415,2020,8,37
Florida,4399,2020,9,37
Florida,4519,2020,10,37
Florida,4435,2020,11,37
Florida,4362,2020,12,37
Florida,4461,2020,13,37
Florida,4496,2020,14,37
Florida,4545,2020,15,37
Florida,4416,2020,16,37
Florida,4552,2020,17,37
Florida,4350,2020,18,37
Florida,4406,2020,19,37
Florida,4280,2020,20,37
Florida,4360,2020,21,37
Florida,4208,2020,22,37
Florida,4263,2020,23,37
Florida,4255,2020,24,37
Florida,4405,2020,25,37
Florida,4502,2020,26,37
Florida,4721,2020,27,37
Florida,5078,2020,28,37
Florida,5502,2020,29,37
Florida,5692,2020,30,37
Florida,5763,2020,31,37
Florida,5555,2020,32,37
Florida,5460,2020,33,37
Florida,5121,2020,34,37
Florida,4869,2020,35,37
Florida,4401,2020,36,37
Florida,3592,2020,37,37
Georgia,1799,2020,1,37
Georgia,1798,2020,2,37
Georgia,1739,2020,3,37
Georgia,1822,2020,4,37
Georgia,1789,2020,5,37
Georgia,1774,2020,6,37
Georgia,1752,2020,7,37
Georgia,1739,2020,8,37
Georgia,1851,2020,9,37
Georgia,1745,2020,10,37
Georgia,1778,2020,11,37
Georgia,1765,2020,12,37
Georgia,1869,2020,13,37
Georgia,2022,2020,14,37
Georgia,2021,2020,15,37
Georgia,2009,2020,16,37
Georgia,2023,2020,17,37
Georgia,1960,2020,18,37
Georgia,1973,2020,19,37
Georgia,1939,2020,20,37
Georgia,1881,2020,21,37
Georgia,1752,2020,22,37
Georgia,1743,2020,23,37
Georgia,1705,2020,24,37
Georgia,1711,2020,25,37
Georgia,1758,2020,26,37
Georgia,1818,2020,27,37
Georgia,1898,2020,28,37
Georgia,2070,2020,29,37
Georgia,2057,2020,30,37
Georgia,2039,2020,31,37
Georgia,2020,2020,32,37
Georgia,2040,2020,33,37
Georgia,1948,2020,34,37
Georgia,1696,2020,35,37
Georgia,1360,2020,36,37
Georgia,958,2020,37,37
Hawaii,241,2020,1,37
Hawaii,241,2020,2,37
Hawaii,214,2020,3,37
Hawaii,242,2020,4,37
Hawaii,242,2020,5,37
Hawaii,235,2020,6,37
Hawaii,281,2020,7,37
Hawaii,249,2020,8,37
Hawaii,237,2020,9,37
Hawaii,239,2020,10,37
Hawaii,243,2020,11,37
Hawaii,212,2020,12,37
Hawaii,235,2020,13,37
Hawaii,234,2020,14,37
Hawaii,221,2020,15,37
Hawaii,211,2020,16,37
Hawaii,200,2020,17,37
Hawaii,222,2020,18,37
Hawaii,210,2020,19,37
Hawaii,230,2020,20,37
Hawaii,208,2020,21,37
Hawaii,200,2020,22,37
Hawaii,217,2020,23,37
Hawaii,203,2020,24,37
Hawaii,244,2020,25,37
Hawaii,234,2020,26,37
Hawaii,206,2020,27,37
Hawaii,224,2020,28,37
Hawaii,204,2020,29,37
Hawaii,218,2020,30,37
Hawaii,217,2020,31,37
Hawaii,229,2020,32,37
Hawaii,220,2020,33,37
Hawaii,243,2020,34,37
Hawaii,250,2020,35,37
Hawaii,221,2020,36,37
Hawaii,216,2020,37,37
Idaho,278,2020,1,37
Idaho,292,2020,2,37
Idaho,293,2020,3,37
Idaho,275,2020,4,37
Idaho,249,2020,5,37
Idaho,292,2020,6,37
Idaho,279,2020,7,37
Idaho,318,2020,8,37
Idaho,290,2020,9,37
Idaho,278,2020,10,37
Idaho,282,2020,11,37
Idaho,308,2020,12,37
Idaho,332,2020,13,37
Idaho,271,2020,14,37
Idaho,306,2020,15,37
Idaho,283,2020,16,37
Idaho,262,2020,17,37
Idaho,252,2020,18,37
Idaho,304,2020,19,37
Idaho,269,2020,20,37
Idaho,261,2020,21,37
Idaho,279,2020,22,37
Idaho,292,2020,23,37
Idaho,287,2020,24,37
Idaho,282,2020,25,37
Idaho,296,2020,26,37
Idaho,281,2020,27,37
Idaho,287,2020,28,37
Idaho,312,2020,29,37
Idaho,328,2020,30,37
Idaho,327,2020,31,37
Idaho,311,2020,32,37
Idaho,317,2020,33,37
Idaho,358,2020,34,37
Idaho,323,2020,35,37
Idaho,325,2020,36,37
Idaho,269,2020,37,37
Illinois,2189,2020,1,37
Illinois,2250,2020,2,37
Illinois,2231,2020,3,37
Illinois,2198,2020,4,37
Illinois,2138,2020,5,37
Illinois,2231,2020,6,37
Illinois,2218,2020,7,37
Illinois,2206,2020,8,37
Illinois,2209,2020,9,37
Illinois,2252,2020,10,37
Illinois,2192,2020,11,37
Illinois,2281,2020,12,37
Illinois,2302,2020,13,37
Illinois,2622,2020,14,37
Illinois,2869,2020,15,37
Illinois,2911,2020,16,37
Illinois,3006,2020,17,37
Illinois,2948,2020,18,37
Illinois,2960,2020,19,37
Illinois,2863,2020,20,37
Illinois,2632,2020,21,37
Illinois,2544,2020,22,37
Illinois,2508,2020,23,37
Illinois,2267,2020,24,37
Illinois,2250,2020,25,37
Illinois,2129,2020,26,37
Illinois,2179,2020,27,37
Illinois,2187,2020,28,37
Illinois,2083,2020,29,37
Illinois,2030,2020,30,37
Illinois,2063,2020,31,37
Illinois,2127,2020,32,37
Illinois,2106,2020,33,37
Illinois,2120,2020,34,37
Illinois,2062,2020,35,37
Illinois,2099,2020,36,37
Illinois,1796,2020,37,37
Indiana,1469,2020,1,37
Indiana,1386,2020,2,37
Indiana,1388,2020,3,37
Indiana,1421,2020,4,37
Indiana,1378,2020,5,37
Indiana,1362,2020,6,37
Indiana,1426,2020,7,37
Indiana,1406,2020,8,37
Indiana,1447,2020,9,37
Indiana,1368,2020,10,37
Indiana,1398,2020,11,37
Indiana,1325,2020,12,37
Indiana,1481,2020,13,37
Indiana,1578,2020,14,37
Indiana,1625,2020,15,37
Indiana,1506,2020,16,37
Indiana,1591,2020,17,37
Indiana,1520,2020,18,37
Indiana,1572,2020,19,37
Indiana,1562,2020,20,37
Indiana,1461,2020,21,37
Indiana,1370,2020,22,37
Indiana,1382,2020,23,37
Indiana,1383,2020,24,37
Indiana,1337,2020,25,37
Indiana,1365,2020,26,37
Indiana,1320,2020,27,37
Indiana,1323,2020,28,37
Indiana,1352,2020,29,37
Indiana,1279,2020,30,37
Indiana,1308,2020,31,37
Indiana,1275,2020,32,37
Indiana,1281,2020,33,37
Indiana,1262,2020,34,37
Indiana,1227,2020,35,37
Indiana,1064,2020,36,37
Indiana,897,2020,37,37
Iowa,664,2020,1,37
Iowa,647,2020,2,37
Iowa,620,2020,3,37
Iowa,640,2020,4,37
Iowa,615,2020,5,37
Iowa,637,2020,6,37
Iowa,600,2020,7,37
Iowa,643,2020,8,37
Iowa,642,2020,9,37
Iowa,624,2020,10,37
Iowa,634,2020,11,37
Iowa,597,2020,12,37
Iowa,593,2020,13,37
Iowa,608,2020,14,37
Iowa,596,2020,15,37
Iowa,632,2020,16,37
Iowa,584,2020,17,37
Iowa,671,2020,18,37
Iowa,698,2020,19,37
Iowa,672,2020,20,37
Iowa,617,2020,21,37
Iowa,630,2020,22,37
Iowa,596,2020,23,37
Iowa,587,2020,24,37
Iowa,570,2020,25,37
Iowa,545,2020,26,37
Iowa,589,2020,27,37
Iowa,555,2020,28,37
Iowa,594,2020,29,37
Iowa,643,2020,30,37
Iowa,627,2020,31,37
Iowa,630,2020,32,37
Iowa,640,2020,33,37
Iowa,589,2020,34,37
Iowa,635,2020,35,37
Iowa,519,2020,36,37
Iowa,469,2020,37,37
Kansas,591,2020,1,37
Kansas,560,2020,2,37
Kansas,576,2020,3,37
Kansas,572,2020,4,37
Kansas,547,2020,5,37
Kansas,503,2020,6,37
Kansas,574,2020,7,37
Kansas,559,2020,8,37
Kansas,548,2020,9,37
Kansas,574,2020,10,37
Kansas,522,2020,11,37
Kansas,514,2020,12,37
Kansas,520,2020,13,37
Kansas,547,2020,14,37
Kansas,525,2020,15,37
Kansas,546,2020,16,37
Kansas,541,2020,17,37
Kansas,523,2020,18,37
Kansas,505,2020,19,37
Kansas,529,2020,20,37
Kansas,517,2020,21,37
Kansas,505,2020,22,37
Kansas,499,2020,23,37
Kansas,514,2020,24,37
Kansas,506,2020,25,37
Kansas,521,2020,26,37
Kansas,557,2020,27,37
Kansas,502,2020,28,37
Kansas,515,2020,29,37
Kansas,538,2020,30,37
Kansas,543,2020,31,37
Kansas,593,2020,32,37
Kansas,567,2020,33,37
Kansas,503,2020,34,37
Kansas,516,2020,35,37
Kansas,521,2020,36,37
Kansas,463,2020,37,37
Kentucky,1093,2020,1,37
Kentucky,1056,2020,2,37
Kentucky,1040,2020,3,37
Kentucky,941,2020,4,37
Kentucky,976,2020,5,37
Kentucky,955,2020,6,37
Kentucky,954,2020,7,37
Kentucky,991,2020,8,37
Kentucky,1016,2020,9,37
Kentucky,1004,2020,10,37
Kentucky,1017,2020,11,37
Kentucky,945,2020,12,37
Kentucky,936,2020,13,37
Kentucky,1045,2020,14,37
Kentucky,1024,2020,15,37
Kentucky,959,2020,16,37
Kentucky,968,2020,17,37
Kentucky,993,2020,18,37
Kentucky,1001,2020,19,37
Kentucky,991,2020,20,37
Kentucky,990,2020,21,37
Kentucky,985,2020,22,37
Kentucky,908,2020,23,37
Kentucky,986,2020,24,37
Kentucky,957,2020,25,37
Kentucky,929,2020,26,37
Kentucky,974,2020,27,37
Kentucky,1018,2020,28,37
Kentucky,911,2020,29,37
Kentucky,936,2020,30,37
Kentucky,980,2020,31,37
Kentucky,941,2020,32,37
Kentucky,911,2020,33,37
Kentucky,920,2020,34,37
Kentucky,787,2020,35,37
Kentucky,699,2020,36,37
Kentucky,479,2020,37,37
Louisiana,926,2020,1,37
Louisiana,964,2020,2,37
Louisiana,957,2020,3,37
Louisiana,967,2020,4,37
Louisiana,972,2020,5,37
Louisiana,952,2020,6,37
Louisiana,948,2020,7,37
Louisiana,947,2020,8,37
Louisiana,991,2020,9,37
Louisiana,958,2020,10,37
Louisiana,987,2020,11,37
Louisiana,950,2020,12,37
Louisiana,1224,2020,13,37
Louisiana,1380,2020,14,37
Louisiana,1522,2020,15,37
Louisiana,1354,2020,16,37
Louisiana,1241,2020,17,37
Louisiana,1167,2020,18,37
Louisiana,1123,2020,19,37
Louisiana,1096,2020,20,37
Louisiana,1047,2020,21,37
Louisiana,1044,2020,22,37
Louisiana,1004,2020,23,37
Louisiana,939,2020,24,37
Louisiana,986,2020,25,37
Louisiana,981,2020,26,37
Louisiana,962,2020,27,37
Louisiana,1015,2020,28,37
Louisiana,1095,2020,29,37
Louisiana,1152,2020,30,37
Louisiana,1123,2020,31,37
Louisiana,1108,2020,32,37
Louisiana,1010,2020,33,37
Louisiana,903,2020,34,37
Louisiana,791,2020,35,37
Louisiana,693,2020,36,37
Louisiana,455,2020,37,37
Maine,320,2020,1,37
Maine,318,2020,2,37
Maine,295,2020,3,37
Maine,308,2020,4,37
Maine,288,2020,5,37
Maine,316,2020,6,37
Maine,329,2020,7,37
Maine,299,2020,8,37
Maine,292,2020,9,37
Maine,313,2020,10,37
Maine,301,2020,11,37
Maine,277,2020,12,37
Maine,279,2020,13,37
Maine,300,2020,14,37
Maine,304,2020,15,37
Maine,310,2020,16,37
Maine,285,2020,17,37
Maine,277,2020,18,37
Maine,293,2020,19,37
Maine,256,2020,20,37
Maine,267,2020,21,37
Maine,302,2020,22,37
Maine,255,2020,23,37
Maine,254,2020,24,37
Maine,275,2020,25,37
Maine,299,2020,26,37
Maine,279,2020,27,37
Maine,289,2020,28,37
Maine,294,2020,29,37
Maine,282,2020,30,37
Maine,283,2020,31,37
Maine,276,2020,32,37
Maine,279,2020,33,37
Maine,312,2020,34,37
Maine,281,2020,35,37
Maine,287,2020,36,37
Maine,308,2020,37,37
Maryland,1049,2020,1,37
Maryland,1035,2020,2,37
Maryland,988,2020,3,37
Maryland,1003,2020,4,37
Maryland,1034,2020,5,37
Maryland,1004,2020,6,37
Maryland,1019,2020,7,37
Maryland,973,2020,8,37
Maryland,1081,2020,9,37
Maryland,1048,2020,10,37
Maryland,1006,2020,11,37
Maryland,1063,2020,12,37
Maryland,1092,2020,13,37
Maryland,1190,2020,14,37
Maryland,1351,2020,15,37
Maryland,1357,2020,16,37
Maryland,1537,2020,17,37
Maryland,1521,2020,18,37
Maryland,1444,2020,19,37
Maryland,1425,2020,20,37
Maryland,1332,2020,21,37
Maryland,1256,2020,22,37
Maryland,1167,2020,23,37
Maryland,1153,2020,24,37
Maryland,1065,2020,25,37
Maryland,1024,2020,26,37
Maryland,1043,2020,27,37
Maryland,1026,2020,28,37
Maryland,1013,2020,29,37
Maryland,989,2020,30,37
Maryland,1054,2020,31,37
Maryland,993,2020,32,37
Maryland,1041,2020,33,37
Maryland,980,2020,34,37
Maryland,1000,2020,35,37
Maryland,967,2020,36,37
Maryland,852,2020,37,37
Massachusetts,1237,2020,1,37
Massachusetts,1267,2020,2,37
Massachusetts,1188,2020,3,37
Massachusetts,1302,2020,4,37
Massachusetts,1204,2020,5,37
Massachusetts,1233,2020,6,37
Massachusetts,1250,2020,7,37
Massachusetts,1166,2020,8,37
Massachusetts,1278,2020,9,37
Massachusetts,1213,2020,10,37
Massachusetts,1310,2020,11,37
Massachusetts,1169,2020,12,37
Massachusetts,1287,2020,13,37
Massachusetts,1549,2020,14,37
Massachusetts,2037,2020,15,37
Massachusetts,2492,2020,16,37
Massachusetts,2533,2020,17,37
Massachusetts,2305,2020,18,37
Massachusetts,2068,2020,19,37
Massachusetts,1878,2020,20,37
Massachusetts,1575,2020,21,37
Massachusetts,1353,2020,22,37
Massachusetts,1233,2020,23,37
Massachusetts,1137,2020,24,37
Massachusetts,1122,2020,25,37
Massachusetts,1081,2020,26,37
Massachusetts,1045,2020,27,37
Massachusetts,1044,2020,28,37
Massachusetts,1056,2020,29,37
Massachusetts,1088,2020,30,37
Massachusetts,1013,2020,31,37
Massachusetts,982,2020,32,37
Massachusetts,1043,2020,33,37
Massachusetts,1021,2020,34,37
Massachusetts,1039,2020,35,37
Massachusetts,979,2020,36,37
Massachusetts,920,2020,37,37
Michigan,2013,2020,1,37
Michigan,2064,2020,2,37
Michigan,1937,2020,3,37
Michigan,2009,2020,4,37
Michigan,2003,2020,5,37
Michigan,1937,2020,6,37
Michigan,2011,2020,7,37
Michigan,2054,2020,8,37
Michigan,1969,2020,9,37
Michigan,1984,2020,10,37
Michigan,1949,2020,11,37
Michigan,2032,2020,12,37
Michigan,2427,2020,13,37
Michigan,3106,2020,14,37
Michigan,3376,2020,15,37
Michigan,3151,2020,16,37
Michigan,2798,2020,17,37
Michigan,2585,2020,18,37
Michigan,2233,2020,19,37
Michigan,2156,2020,20,37
Michigan,2008,2020,21,37
Michigan,1954,2020,22,37
Michigan,1995,2020,23,37
Michigan,1852,2020,24,37
Michigan,1876,2020,25,37
Michigan,1905,2020,26,37
Michigan,1973,2020,27,37
Michigan,1881,2020,28,37
Michigan,1860,2020,29,37
Michigan,1880,2020,30,37
Michigan,1941,2020,31,37
Michigan,1848,2020,32,37
Michigan,1988,2020,33,37
Michigan,1877,2020,34,37
Michigan,1874,2020,35,37
Michigan,1857,2020,36,37
Michigan,1672,2020,37,37
Minnesota,1009,2020,1,37
Minnesota,950,2020,2,37
Minnesota,945,2020,3,37
Minnesota,957,2020,4,37
Minnesota,942,2020,5,37
Minnesota,919,2020,6,37
Minnesota,941,2020,7,37
Minnesota,912,2020,8,37
Minnesota,932,2020,9,37
Minnesota,944,2020,10,37
Minnesota,882,2020,11,37
Minnesota,893,2020,12,37
Minnesota,906,2020,13,37
Minnesota,922,2020,14,37
Minnesota,937,2020,15,37
Minnesota,946,2020,16,37
Minnesota,1013,2020,17,37
Minnesota,1040,2020,18,37
Minnesota,1054,2020,19,37
Minnesota,997,2020,20,37
Minnesota,1001,2020,21,37
Minnesota,1015,2020,22,37
Minnesota,1037,2020,23,37
Minnesota,972,2020,24,37
Minnesota,936,2020,25,37
Minnesota,833,2020,26,37
Minnesota,873,2020,27,37
Minnesota,859,2020,28,37
Minnesota,858,2020,29,37
Minnesota,870,2020,30,37
Minnesota,798,2020,31,37
Minnesota,868,2020,32,37
Minnesota,853,2020,33,37
Minnesota,852,2020,34,37
Minnesota,817,2020,35,37
Minnesota,768,2020,36,37
Minnesota,734,2020,37,37
Mississippi,673,2020,1,37
Mississippi,648,2020,2,37
Mississippi,624,2020,3,37
Mississippi,610,2020,4,37
Mississippi,604,2020,5,37
Mississippi,702,2020,6,37
Mississippi,645,2020,7,37
Mississippi,623,2020,8,37
Mississippi,662,2020,9,37
Mississippi,660,2020,10,37
Mississippi,620,2020,11,37
Mississippi,624,2020,12,37
Mississippi,693,2020,13,37
Mississippi,706,2020,14,37
Mississippi,694,2020,15,37
Mississippi,731,2020,16,37
Mississippi,747,2020,17,37
Mississippi,745,2020,18,37
Mississippi,745,2020,19,37
Mississippi,774,2020,20,37
Mississippi,719,2020,21,37
Mississippi,745,2020,22,37
Mississippi,725,2020,23,37
Mississippi,700,2020,24,37
Mississippi,739,2020,25,37
Mississippi,712,2020,26,37
Mississippi,707,2020,27,37
Mississippi,779,2020,28,37
Mississippi,769,2020,29,37
Mississippi,861,2020,30,37
Mississippi,847,2020,31,37
Mississippi,893,2020,32,37
Mississippi,825,2020,33,37
Mississippi,762,2020,34,37
Mississippi,720,2020,35,37
Mississippi,622,2020,36,37
Mississippi,532,2020,37,37
Missouri,1327,2020,1,37
Missouri,1333,2020,2,37
Missouri,1332,2020,3,37
Missouri,1348,2020,4,37
Missouri,1360,2020,5,37
Missouri,1328,2020,6,37
Missouri,1345,2020,7,37
Missouri,1357,2020,8,37
Missouri,1364,2020,9,37
Missouri,1390,2020,10,37
Missouri,1297,2020,11,37
Missouri,1265,2020,12,37
Missouri,1336,2020,13,37
Missouri,1294,2020,14,37
Missouri,1460,2020,15,37
Missouri,1347,2020,16,37
Missouri,1440,2020,17,37
Missouri,1386,2020,18,37
Missouri,1417,2020,19,37
Missouri,1341,2020,20,37
Missouri,1287,2020,21,37
Missouri,1229,2020,22,37
Missouri,1270,2020,23,37
Missouri,1242,2020,24,37
Missouri,1210,2020,25,37
