jurisdiction,number_of_deaths,year,week,last_week
Alaska,67,2020,36,38
Alaska,35,2020,37,38
Alaska,29,2020,38,38
Arizona,1299,2020,1,38
Arizona,1390,2020,2,38
Arizona,1315,2020,3,38
Arizona,1275,2020,4,38
Arizona,1265,2020,5,38
Arizona,1263,2020,6,38
Arizona,1311,2020,7,38
Arizona,1341,2020,8,38
Arizona,1352,2020,9,38
Arizona,1379,2020,10,38
Arizona,1349,2020,11,38
Arizona,1289,2020,12,38
Arizona,1323,2020,13,38
Arizona,1356,2020,14,38
Arizona,1402,2020,15,38
Arizona,1316,2020,16,38
Arizona,1383,2020,17,38
Arizona,1398,2020,18,38
Arizona,1427,2020,19,38
Arizona,1305,2020,20,38
Arizona,1289,2020,21,38
Arizona,1310,2020,22,38
Arizona,1398,2020,23,38
Arizona,1461,2020,24,38
Arizona,1546,2020,25,38
Arizona,1613,2020,26,38
Arizona,1772,2020,27,38
Arizona,1947,2020,28,38
Arizona,1982,2020,29,38
Arizona,1843,2020,30,38
Arizona,1783,2020,31,38
Arizona,1574,2020,32,38
Arizona,1507,2020,33,38
Arizona,1475,2020,34,38
Arizona,1425,2020,35,38
Arizona,1244,2020,36,38
Arizona,1212,2020,37,38
Arizona,1043,2020,38,38
Arkansas,672,2020,1,38
Arkansas,685,2020,2,38
Arkansas,658,2020,3,38
Arkansas,616,2020,4,38
Arkansas,681,2020,5,38
Arkansas,672,2020,6,38
Arkansas,688,2020,7,38
Arkansas,695,2020,8,38
Arkansas,656,2020,9,38
Arkansas,696,2020,10,38
Arkansas,628,2020,11,38
Arkansas,636,2020,12,38
Arkansas,640,2020,13,38
Arkansas,606,2020,14,38
Arkansas,634,2020,15,38
Arkansas,637,2020,16,38
Arkansas,614,2020,17,38
Arkansas,630,2020,18,38
Arkansas,661,2020,19,38
Arkansas,582,2020,20,38
Arkansas,641,2020,21,38
Arkansas,610,2020,22,38
Arkansas,647,2020,23,38
Arkansas,650,2020,24,38
Arkansas,704,2020,25,38
Arkansas,663,2020,26,38
Arkansas,684,2020,27,38
Arkansas,658,2020,28,38
Arkansas,689,2020,29,38
Arkansas,709,2020,30,38
Arkansas,735,2020,31,38
Arkansas,721,2020,32,38
Arkansas,756,2020,33,38
Arkansas,723,2020,34,38
Arkansas,717,2020,35,38
Arkansas,665,2020,36,38
Arkansas,657,2020,37,38
Arkansas,529,2020,38,38
California,5887,2020,1,38
California,5870,2020,2,38
California,5828,2020,3,38
California,5827,2020,4,38
California,5682,2020,5,38
California,5912,2020,6,38
California,5584,2020,7,38
California,5796,2020,8,38
California,5679,2020,9,38
California,5731,2020,10,38
California,5461,2020,11,38
California,5676,2020,12,38
California,5687,2020,13,38
California,5978,2020,14,38
California,6042,2020,15,38
California,6126,2020,16,38
California,5932,2020,17,38
California,5737,2020,18,38
California,5658,2020,19,38
California,5679,2020,20,38
California,5523,2020,21,38
California,5582,2020,22,38
California,5502,2020,23,38
California,5545,2020,24,38
California,5472,2020,25,38
California,5672,2020,26,38
California,5867,2020,27,38
California,6004,2020,28,38
California,6191,2020,29,38
California,6203,2020,30,38
California,6287,2020,31,38
California,6248,2020,32,38
California,6215,2020,33,38
California,6364,2020,34,38
California,5729,2020,35,38
California,5450,2020,36,38
California,5193,2020,37,38
California,3840,2020,38,38
Colorado,854,2020,1,38
Colorado,872,2020,2,38
Colorado,848,2020,3,38
Colorado,852,2020,4,38
Colorado,792,2020,5,38
Colorado,846,2020,6,38
Colorado,807,2020,7,38
Colorado,880,2020,8,38
Colorado,842,2020,9,38
Colorado,821,2020,10,38
Colorado,822,2020,11,38
Colorado,890,2020,12,38
Colorado,859,2020,13,38
Colorado,966,2020,14,38
Colorado,1096,2020,15,38
Colorado,1104,2020,16,38
Colorado,1066,2020,17,38
Colorado,996,2020,18,38
Colorado,904,2020,19,38
Colorado,883,2020,20,38
Colorado,846,2020,21,38
Colorado,833,2020,22,38
Colorado,820,2020,23,38
Colorado,812,2020,24,38
Colorado,858,2020,25,38
Colorado,876,2020,26,38
Colorado,784,2020,27,38
Colorado,813,2020,28,38
Colorado,808,2020,29,38
Colorado,831,2020,30,38
Colorado,807,2020,31,38
Colorado,838,2020,32,38
Colorado,824,2020,33,38
Colorado,853,2020,34,38
Colorado,808,2020,35,38
Colorado,722,2020,36,38
Colorado,804,2020,37,38
Colorado,635,2020,38,38
Connecticut,632,2020,1,38
Connecticut,629,2020,2,38
Connecticut,639,2020,3,38
Connecticut,652,2020,4,38
Connecticut,680,2020,5,38
Connecticut,647,2020,6,38
Connecticut,632,2020,7,38
Connecticut,647,2020,8,38
Connecticut,632,2020,9,38
Connecticut,621,2020,10,38
Connecticut,625,2020,11,38
Connecticut,660,2020,12,38
Connecticut,736,2020,13,38
Connecticut,871,2020,14,38
Connecticut,1248,2020,15,38
Connecticut,1374,2020,16,38
Connecticut,1327,2020,17,38
Connecticut,1161,2020,18,38
Connecticut,1047,2020,19,38
Connecticut,944,2020,20,38
Connecticut,813,2020,21,38
Connecticut,746,2020,22,38
Connecticut,658,2020,23,38
Connecticut,625,2020,24,38
Connecticut,569,2020,25,38
Connecticut,587,2020,26,38
Connecticut,538,2020,27,38
Connecticut,598,2020,28,38
Connecticut,556,2020,29,38
Connecticut,568,2020,30,38
Connecticut,512,2020,31,38
Connecticut,467,2020,32,38
Connecticut,442,2020,33,38
Connecticut,354,2020,34,38
Connecticut,289,2020,35,38
Connecticut,70,2020,36,38
Connecticut,10,2020,37,38
Connecticut,,2020,38,38
Delaware,199,2020,1,38
Delaware,193,2020,2,38
Delaware,190,2020,3,38
Delaware,190,2020,4,38
Delaware,183,2020,5,38
Delaware,191,2020,6,38
Delaware,202,2020,7,38
Delaware,193,2020,8,38
Delaware,163,2020,9,38
Delaware,200,2020,10,38
Delaware,189,2020,11,38
Delaware,221,2020,12,38
Delaware,188,2020,13,38
Delaware,214,2020,14,38
Delaware,219,2020,15,38
Delaware,227,2020,16,38
Delaware,285,2020,17,38
Delaware,250,2020,18,38
Delaware,269,2020,19,38
Delaware,276,2020,20,38
Delaware,221,2020,21,38
Delaware,226,2020,22,38
Delaware,180,2020,23,38
Delaware,197,2020,24,38
Delaware,157,2020,25,38
Delaware,197,2020,26,38
Delaware,196,2020,27,38
Delaware,190,2020,28,38
Delaware,187,2020,29,38
Delaware,198,2020,30,38
Delaware,189,2020,31,38
Delaware,190,2020,32,38
Delaware,178,2020,33,38
Delaware,172,2020,34,38
Delaware,160,2020,35,38
Delaware,157,2020,36,38
Delaware,120,2020,37,38
Delaware,65,2020,38,38
District of Columbia,132,2020,1,38
District of Columbia,128,2020,2,38
District of Columbia,140,2020,3,38
District of Columbia,131,2020,4,38
District of Columbia,143,2020,5,38
District of Columbia,131,2020,6,38
District of Columbia,122,2020,7,38
District of Columbia,104,2020,8,38
District of Columbia,135,2020,9,38
District of Columbia,118,2020,10,38
District of Columbia,114,2020,11,38
District of Columbia,129,2020,12,38
District of Columbia,130,2020,13,38
District of Columbia,156,2020,14,38
District of Columbia,193,2020,15,38
District of Columbia,202,2020,16,38
District of Columbia,241,2020,17,38
District of Columbia,215,2020,18,38
District of Columbia,214,2020,19,38
District of Columbia,185,2020,20,38
District of Columbia,181,2020,21,38
District of Columbia,168,2020,22,38
District of Columbia,149,2020,23,38
District of Columbia,147,2020,24,38
District of Columbia,132,2020,25,38
District of Columbia,128,2020,26,38
District of Columbia,121,2020,27,38
District of Columbia,138,2020,28,38
District of Columbia,121,2020,29,38
District of Columbia,124,2020,30,38
District of Columbia,128,2020,31,38
District of Columbia,113,2020,32,38
District of Columbia,111,2020,33,38
District of Columbia,101,2020,34,38
District of Columbia,127,2020,35,38
District of Columbia,121,2020,36,38
District of Columbia,97,2020,37,38
District of Columbia,56,2020,38,38
Florida,4341,2020,1,38
Florida,4408,2020,2,38
Florida,4384,2020,3,38
Florida,4387,2020,4,38
Florida,4419,2020,5,38
Florida,4385,2020,6,38
Florida,4359,2020,7,38
Florida,4415,2020,8,38
Florida,4398,2020,9,38
Florida,4520,2020,10,38
Florida,4435,2020,11,38
Florida,4362,2020,12,38
Florida,4461,2020,13,38
Florida,4496,2020,14,38
Florida,4545,2020,15,38
Florida,4416,2020,16,38
Florida,4553,2020,17,38
Florida,4350,2020,18,38
Florida,4407,2020,19,38
Florida,4281,2020,20,38
Florida,4360,2020,21,38
Florida,4209,2020,22,38
Florida,4262,2020,23,38
Florida,4255,2020,24,38
Florida,4404,2020,25,38
Florida,4504,2020,26,38
Florida,4723,2020,27,38
Florida,5078,2020,28,38
Florida,5503,2020,29,38
Florida,5693,2020,30,38
Florida,5766,2020,31,38
Florida,5564,2020,32,38
Florida,5472,2020,33,38
Florida,5152,2020,34,38
Florida,4934,2020,35,38
Florida,4628,2020,36,38
Florida,4194,2020,37,38
Florida,3511,2020,38,38
Georgia,1799,2020,1,38
Georgia,1798,2020,2,38
Georgia,1739,2020,3,38
Georgia,1823,2020,4,38
Georgia,1789,2020,5,38
Georgia,1775,2020,6,38
Georgia,1753,2020,7,38
Georgia,1740,2020,8,38
Georgia,1852,2020,9,38
Georgia,1746,2020,10,38
Georgia,1778,2020,11,38
Georgia,1765,2020,12,38
Georgia,1872,2020,13,38
Georgia,2022,2020,14,38
Georgia,2023,2020,15,38
Georgia,2011,2020,16,38
Georgia,2024,2020,17,38
Georgia,1962,2020,18,38
Georgia,1975,2020,19,38
Georgia,1940,2020,20,38
Georgia,1885,2020,21,38
Georgia,1754,2020,22,38
Georgia,1745,2020,23,38
Georgia,1705,2020,24,38
Georgia,1724,2020,25,38
Georgia,1764,2020,26,38
Georgia,1829,2020,27,38
Georgia,1907,2020,28,38
Georgia,2086,2020,29,38
Georgia,2074,2020,30,38
Georgia,2065,2020,31,38
Georgia,2055,2020,32,38
Georgia,2090,2020,33,38
Georgia,2029,2020,34,38
Georgia,1834,2020,35,38
Georgia,1616,2020,36,38
Georgia,1411,2020,37,38
Georgia,875,2020,38,38
Hawaii,241,2020,1,38
Hawaii,241,2020,2,38
Hawaii,214,2020,3,38
Hawaii,242,2020,4,38
Hawaii,242,2020,5,38
Hawaii,235,2020,6,38
Hawaii,281,2020,7,38
Hawaii,249,2020,8,38
Hawaii,237,2020,9,38
Hawaii,239,2020,10,38
Hawaii,243,2020,11,38
Hawaii,212,2020,12,38
Hawaii,235,2020,13,38
Hawaii,234,2020,14,38
Hawaii,221,2020,15,38
Hawaii,211,2020,16,38
Hawaii,200,2020,17,38
Hawaii,222,2020,18,38
Hawaii,210,2020,19,38
Hawaii,230,2020,20,38
Hawaii,208,2020,21,38
Hawaii,200,2020,22,38
Hawaii,217,2020,23,38
Hawaii,203,2020,24,38
Hawaii,244,2020,25,38
Hawaii,234,2020,26,38
Hawaii,206,2020,27,38
Hawaii,224,2020,28,38
Hawaii,204,2020,29,38
Hawaii,218,2020,30,38
Hawaii,217,2020,31,38
Hawaii,229,2020,32,38
Hawaii,220,2020,33,38
Hawaii,242,2020,34,38
Hawaii,251,2020,35,38
Hawaii,227,2020,36,38
Hawaii,256,2020,37,38
Hawaii,185,2020,38,38
Idaho,278,2020,1,38
Idaho,292,2020,2,38
Idaho,293,2020,3,38
Idaho,275,2020,4,38
Idaho,249,2020,5,38
Idaho,292,2020,6,38
Idaho,279,2020,7,38
Idaho,318,2020,8,38
Idaho,290,2020,9,38
Idaho,278,2020,10,38
Idaho,282,2020,11,38
Idaho,308,2020,12,38
Idaho,332,2020,13,38
Idaho,271,2020,14,38
Idaho,306,2020,15,38
Idaho,283,2020,16,38
Idaho,262,2020,17,38
Idaho,252,2020,18,38
Idaho,304,2020,19,38
Idaho,269,2020,20,38
Idaho,261,2020,21,38
Idaho,279,2020,22,38
Idaho,292,2020,23,38
Idaho,287,2020,24,38
Idaho,282,2020,25,38
Idaho,296,2020,26,38
Idaho,281,2020,27,38
Idaho,287,2020,28,38
Idaho,312,2020,29,38
Idaho,328,2020,30,38
Idaho,327,2020,31,38
Idaho,311,2020,32,38
Idaho,317,2020,33,38
Idaho,359,2020,34,38
Idaho,324,2020,35,38
Idaho,340,2020,36,38
Idaho,306,2020,37,38
Idaho,254,2020,38,38
Illinois,2189,2020,1,38
Illinois,2250,2020,2,38
Illinois,2231,2020,3,38
Illinois,2198,2020,4,38
Illinois,2138,2020,5,38
Illinois,2231,2020,6,38
Illinois,2218,2020,7,38
Illinois,2206,2020,8,38
Illinois,2209,2020,9,38
Illinois,2253,2020,10,38
Illinois,2192,2020,11,38
Illinois,2281,2020,12,38
Illinois,2302,2020,13,38
Illinois,2622,2020,14,38
Illinois,2869,2020,15,38
Illinois,2911,2020,16,38
Illinois,3006,2020,17,38
Illinois,2948,2020,18,38
Illinois,2960,2020,19,38
Illinois,2863,2020,20,38
Illinois,2632,2020,21,38
Illinois,2544,2020,22,38
Illinois,2508,2020,23,38
Illinois,2267,2020,24,38
Illinois,2250,2020,25,38
Illinois,2129,2020,26,38
Illinois,2179,2020,27,38
Illinois,2188,2020,28,38
Illinois,2084,2020,29,38
Illinois,2030,2020,30,38
Illinois,2064,2020,31,38
Illinois,2131,2020,32,38
Illinois,2112,2020,33,38
Illinois,2129,2020,34,38
Illinois,2086,2020,35,38
Illinois,2156,2020,36,38
Illinois,2000,2020,37,38
Illinois,1780,2020,38,38
Indiana,1469,2020,1,38
Indiana,1386,2020,2,38
Indiana,1389,2020,3,38
Indiana,1421,2020,4,38
Indiana,1378,2020,5,38
Indiana,1362,2020,6,38
Indiana,1427,2020,7,38
Indiana,1406,2020,8,38
Indiana,1447,2020,9,38
Indiana,1368,2020,10,38
Indiana,1398,2020,11,38
Indiana,1326,2020,12,38
Indiana,1481,2020,13,38
Indiana,1578,2020,14,38
Indiana,1626,2020,15,38
Indiana,1506,2020,16,38
Indiana,1591,2020,17,38
Indiana,1520,2020,18,38
Indiana,1572,2020,19,38
Indiana,1565,2020,20,38
Indiana,1464,2020,21,38
Indiana,1371,2020,22,38
Indiana,1384,2020,23,38
Indiana,1383,2020,24,38
Indiana,1342,2020,25,38
Indiana,1370,2020,26,38
Indiana,1327,2020,27,38
Indiana,1339,2020,28,38
Indiana,1360,2020,29,38
Indiana,1297,2020,30,38
Indiana,1330,2020,31,38
Indiana,1302,2020,32,38
Indiana,1323,2020,33,38
Indiana,1298,2020,34,38
Indiana,1266,2020,35,38
Indiana,1156,2020,36,38
Indiana,1126,2020,37,38
Indiana,978,2020,38,38
Iowa,664,2020,1,38
Iowa,647,2020,2,38
Iowa,620,2020,3,38
Iowa,640,2020,4,38
Iowa,615,2020,5,38
Iowa,637,2020,6,38
Iowa,600,2020,7,38
Iowa,643,2020,8,38
Iowa,642,2020,9,38
Iowa,624,2020,10,38
Iowa,636,2020,11,38
Iowa,597,2020,12,38
Iowa,593,2020,13,38
Iowa,608,2020,14,38
Iowa,596,2020,15,38
Iowa,633,2020,16,38
Iowa,585,2020,17,38
Iowa,672,2020,18,38
Iowa,698,2020,19,38
Iowa,672,2020,20,38
Iowa,617,2020,21,38
Iowa,630,2020,22,38
Iowa,596,2020,23,38
Iowa,587,2020,24,38
Iowa,570,2020,25,38
Iowa,546,2020,26,38
Iowa,590,2020,27,38
Iowa,557,2020,28,38
Iowa,594,2020,29,38
Iowa,643,2020,30,38
Iowa,633,2020,31,38
Iowa,633,2020,32,38
Iowa,645,2020,33,38
Iowa,595,2020,34,38
Iowa,650,2020,35,38
Iowa,547,2020,36,38
Iowa,543,2020,37,38
Iowa,467,2020,38,38
Kansas,591,2020,1,38
Kansas,560,2020,2,38
Kansas,576,2020,3,38
Kansas,572,2020,4,38
Kansas,547,2020,5,38
Kansas,503,2020,6,38
Kansas,574,2020,7,38
Kansas,559,2020,8,38
Kansas,548,2020,9,38
Kansas,574,2020,10,38
Kansas,522,2020,11,38
Kansas,514,2020,12,38
Kansas,520,2020,13,38
Kansas,547,2020,14,38
Kansas,525,2020,15,38
Kansas,546,2020,16,38
Kansas,541,2020,17,38
Kansas,523,2020,18,38
Kansas,505,2020,19,38
Kansas,529,2020,20,38
Kansas,517,2020,21,38
Kansas,506,2020,22,38
Kansas,499,2020,23,38
Kansas,514,2020,24,38
Kansas,506,2020,25,38
Kansas,521,2020,26,38
Kansas,557,2020,27,38
Kansas,503,2020,28,38
Kansas,515,2020,29,38
Kansas,538,2020,30,38
Kansas,543,2020,31,38
Kansas,593,2020,32,38
Kansas,570,2020,33,38
Kansas,508,2020,34,38
Kansas,522,2020,35,38
Kansas,539,2020,36,38
Kansas,535,2020,37,38
Kansas,454,2020,38,38
Kentucky,1093,2020,1,38
Kentucky,1056,2020,2,38
Kentucky,1040,2020,3,38
Kentucky,941,2020,4,38
Kentucky,977,2020,5,38
Kentucky,955,2020,6,38
Kentucky,954,2020,7,38
Kentucky,991,2020,8,38
Kentucky,1016,2020,9,38
Kentucky,1004,2020,10,38
Kentucky,1017,2020,11,38
Kentucky,946,2020,12,38
Kentucky,936,2020,13,38
Kentucky,1045,2020,14,38
Kentucky,1024,2020,15,38
Kentucky,959,2020,16,38
Kentucky,968,2020,17,38
Kentucky,994,2020,18,38
Kentucky,1002,2020,19,38
Kentucky,991,2020,20,38
Kentucky,991,2020,21,38
Kentucky,985,2020,22,38
Kentucky,910,2020,23,38
Kentucky,988,2020,24,38
Kentucky,959,2020,25,38
Kentucky,930,2020,26,38
Kentucky,978,2020,27,38
Kentucky,1019,2020,28,38
Kentucky,914,2020,29,38
Kentucky,944,2020,30,38
Kentucky,986,2020,31,38
Kentucky,958,2020,32,38
Kentucky,941,2020,33,38
Kentucky,959,2020,34,38
Kentucky,840,2020,35,38
Kentucky,838,2020,36,38
Kentucky,690,2020,37,38
Kentucky,437,2020,38,38
Louisiana,926,2020,1,38
Louisiana,965,2020,2,38
Louisiana,957,2020,3,38
Louisiana,967,2020,4,38
Louisiana,972,2020,5,38
Louisiana,952,2020,6,38
Louisiana,948,2020,7,38
Louisiana,947,2020,8,38
Louisiana,991,2020,9,38
Louisiana,958,2020,10,38
Louisiana,987,2020,11,38
Louisiana,951,2020,12,38
Louisiana,1224,2020,13,38
Louisiana,1380,2020,14,38
Louisiana,1522,2020,15,38
Louisiana,1354,2020,16,38
Louisiana,1242,2020,17,38
Louisiana,1167,2020,18,38
Louisiana,1123,2020,19,38
Louisiana,1097,2020,20,38
Louisiana,1048,2020,21,38
Louisiana,1044,2020,22,38
Louisiana,1004,2020,23,38
Louisiana,940,2020,24,38
Louisiana,987,2020,25,38
Louisiana,984,2020,26,38
Louisiana,963,2020,27,38
Louisiana,1022,2020,28,38
Louisiana,1103,2020,29,38
Louisiana,1161,2020,30,38
Louisiana,1127,2020,31,38
Louisiana,1132,2020,32,38
Louisiana,1040,2020,33,38
Louisiana,942,2020,34,38
Louisiana,847,2020,35,38
Louisiana,784,2020,36,38
Louisiana,596,2020,37,38
Louisiana,365,2020,38,38
Maine,320,2020,1,38
Maine,318,2020,2,38
Maine,295,2020,3,38
Maine,308,2020,4,38
Maine,288,2020,5,38
Maine,316,2020,6,38
Maine,329,2020,7,38
Maine,299,2020,8,38
Maine,292,2020,9,38
Maine,313,2020,10,38
Maine,301,2020,11,38
Maine,277,2020,12,38
Maine,279,2020,13,38
Maine,300,2020,14,38
Maine,304,2020,15,38
Maine,310,2020,16,38
Maine,285,2020,17,38
Maine,277,2020,18,38
Maine,293,2020,19,38
Maine,256,2020,20,38
Maine,267,2020,21,38
Maine,302,2020,22,38
Maine,255,2020,23,38
Maine,254,2020,24,38
Maine,275,2020,25,38
Maine,299,2020,26,38
Maine,279,2020,27,38
Maine,289,2020,28,38
Maine,294,2020,29,38
Maine,282,2020,30,38
Maine,283,2020,31,38
Maine,276,2020,32,38
Maine,280,2020,33,38
Maine,312,2020,34,38
Maine,283,2020,35,38
Maine,289,2020,36,38
Maine,316,2020,37,38
Maine,292,2020,38,38
Maryland,1049,2020,1,38
Maryland,1035,2020,2,38
Maryland,988,2020,3,38
Maryland,1003,2020,4,38
Maryland,1034,2020,5,38
Maryland,1004,2020,6,38
Maryland,1019,2020,7,38
Maryland,973,2020,8,38
Maryland,1081,2020,9,38
Maryland,1049,2020,10,38
Maryland,1006,2020,11,38
Maryland,1064,2020,12,38
Maryland,1092,2020,13,38
Maryland,1190,2020,14,38
Maryland,1351,2020,15,38
Maryland,1357,2020,16,38
Maryland,1537,2020,17,38
Maryland,1521,2020,18,38
Maryland,1444,2020,19,38
Maryland,1425,2020,20,38
Maryland,1333,2020,21,38
Maryland,1260,2020,22,38
Maryland,1167,2020,23,38
Maryland,1155,2020,24,38
Maryland,1066,2020,25,38
Maryland,1025,2020,26,38
Maryland,1043,2020,27,38
Maryland,1026,2020,28,38
Maryland,1016,2020,29,38
Maryland,991,2020,30,38
Maryland,1057,2020,31,38
Maryland,998,2020,32,38
Maryland,1050,2020,33,38
Maryland,987,2020,34,38
Maryland,1012,2020,35,38
Maryland,1001,2020,36,38
Maryland,927,2020,37,38
Maryland,789,2020,38,38
Massachusetts,1237,2020,1,38
Massachusetts,1266,2020,2,38
Massachusetts,1188,2020,3,38
Massachusetts,1303,2020,4,38
Massachusetts,1204,2020,5,38
Massachusetts,1233,2020,6,38
Massachusetts,1250,2020,7,38
Massachusetts,1166,2020,8,38
Massachusetts,1278,2020,9,38
Massachusetts,1213,2020,10,38
Massachusetts,1310,2020,11,38
Massachusetts,1169,2020,12,38
Massachusetts,1287,2020,13,38
Massachusetts,1549,2020,14,38
Massachusetts,2037,2020,15,38
Massachusetts,2492,2020,16,38
Massachusetts,2533,2020,17,38
Massachusetts,2306,2020,18,38
Massachusetts,2068,2020,19,38
Massachusetts,1879,2020,20,38
Massachusetts,1575,2020,21,38
Massachusetts,1353,2020,22,38
Massachusetts,1233,2020,23,38
Massachusetts,1137,2020,24,38
Massachusetts,1122,2020,25,38
Massachusetts,1081,2020,26,38
Massachusetts,1045,2020,27,38
Massachusetts,1044,2020,28,38
Massachusetts,1056,2020,29,38
Massachusetts,1088,2020,30,38
Massachusetts,1013,2020,31,38
Massachusetts,983,2020,32,38
Massachusetts,1044,2020,33,38
Massachusetts,1024,2020,34,38
Massachusetts,1041,2020,35,38
Massachusetts,991,2020,36,38
Massachusetts,955,2020,37,38
Massachusetts,854,2020,38,38
Michigan,2013,2020,1,38
Michigan,2064,2020,2,38
Michigan,1937,2020,3,38
Michigan,2009,2020,4,38
Michigan,2003,2020,5,38
Michigan,1937,2020,6,38
Michigan,2011,2020,7,38
Michigan,2054,2020,8,38
Michigan,1969,2020,9,38
Michigan,1985,2020,10,38
Michigan,1949,2020,11,38
Michigan,2033,2020,12,38
Michigan,2428,2020,13,38
Michigan,3107,2020,14,38
Michigan,3377,2020,15,38
Michigan,3151,2020,16,38
Michigan,2798,2020,17,38
Michigan,2585,2020,18,38
Michigan,2233,2020,19,38
Michigan,2156,2020,20,38
Michigan,2009,2020,21,38
Michigan,1954,2020,22,38
Michigan,1996,2020,23,38
Michigan,1854,2020,24,38
Michigan,1877,2020,25,38
Michigan,1906,2020,26,38
Michigan,1973,2020,27,38
Michigan,1882,2020,28,38
Michigan,1862,2020,29,38
Michigan,1882,2020,30,38
Michigan,1944,2020,31,38
Michigan,1850,2020,32,38
Michigan,1995,2020,33,38
Michigan,1886,2020,34,38
Michigan,1886,2020,35,38
Michigan,1904,2020,36,38
Michigan,1822,2020,37,38
Michigan,1556,2020,38,38
Minnesota,1009,2020,1,38
Minnesota,950,2020,2,38
Minnesota,945,2020,3,38
Minnesota,957,2020,4,38
Minnesota,942,2020,5,38
Minnesota,919,2020,6,38
Minnesota,941,2020,7,38
Minnesota,912,2020,8,38
Minnesota,932,2020,9,38
Minnesota,944,2020,10,38
Minnesota,882,2020,11,38
Minnesota,893,2020,12,38
Minnesota,906,2020,13,38
Minnesota,922,2020,14,38
Minnesota,937,2020,15,38
Minnesota,946,2020,16,38
Minnesota,1013,2020,17,38
Minnesota,1041,2020,18,38
Minnesota,1054,2020,19,38
Minnesota,998,2020,20,38
Minnesota,1001,2020,21,38
Minnesota,1015,2020,22,38
Minnesota,1038,2020,23,38
Minnesota,973,2020,24,38
Minnesota,936,2020,25,38
Minnesota,835,2020,26,38
Minnesota,873,2020,27,38
Minnesota,861,2020,28,38
Minnesota,858,2020,29,38
Minnesota,872,2020,30,38
Minnesota,804,2020,31,38
Minnesota,879,2020,32,38
Minnesota,866,2020,33,38
Minnesota,866,2020,34,38
Minnesota,844,2020,35,38
Minnesota,805,2020,36,38
Minnesota,792,2020,37,38
Minnesota,788,2020,38,38
Mississippi,673,2020,1,38
Mississippi,648,2020,2,38
Mississippi,624,2020,3,38
Mississippi,610,2020,4,38
Mississippi,604,2020,5,38
Mississippi,702,2020,6,38
Mississippi,647,2020,7,38
Mississippi,623,2020,8,38
Mississippi,662,2020,9,38
Mississippi,660,2020,10,38
Mississippi,620,2020,11,38
Mississippi,624,2020,12,38
Mississippi,693,2020,13,38
Mississippi,706,2020,14,38
Mississippi,694,2020,15,38
Mississippi,732,2020,16,38
Mississippi,748,2020,17,38
Mississippi,745,2020,18,38
Mississippi,746,2020,19,38
Mississippi,774,2020,20,38
Mississippi,719,2020,21,38
Mississippi,745,2020,22,38
Mississippi,725,2020,23,38
Mississippi,701,2020,24,38
Mississippi,739,2020,25,38
Mississippi,712,2020,26,38
Mississippi,707,2020,27,38
Mississippi,779,2020,28,38
Mississippi,770,2020,29,38
Mississippi,862,2020,30,38
Mississippi,849,2020,31,38
Mississippi,897,2020,32,38
Mississippi,835,2020,33,38
Mississippi,772,2020,34,38
Mississippi,742,2020,35,38
Mississippi,659,2020,36,38
Mississippi,623,2020,37,38
Mississippi,503,2020,38,38
Missouri,1327,2020,1,38
