jurisdiction,number_of_deaths,year,week,last_week
Missouri,1333,2020,2,38
Missouri,1332,2020,3,38
Missouri,1348,2020,4,38
Missouri,1360,2020,5,38
Missouri,1328,2020,6,38
Missouri,1345,2020,7,38
Missouri,1357,2020,8,38
Missouri,1364,2020,9,38
Missouri,1390,2020,10,38
Missouri,1297,2020,11,38
Missouri,1265,2020,12,38
Missouri,1336,2020,13,38
Missouri,1295,2020,14,38
Missouri,1460,2020,15,38
Missouri,1347,2020,16,38
Missouri,1440,2020,17,38
Missouri,1386,2020,18,38
Missouri,1417,2020,19,38
Missouri,1341,2020,20,38
Missouri,1288,2020,21,38
Missouri,1229,2020,22,38
Missouri,1272,2020,23,38
Missouri,1242,2020,24,38
Missouri,1215,2020,25,38
Missouri,1257,2020,26,38
Missouri,1257,2020,27,38
Missouri,1255,2020,28,38
Missouri,1329,2020,29,38
Missouri,1300,2020,30,38
Missouri,1299,2020,31,38
Missouri,1279,2020,32,38
Missouri,1291,2020,33,38
Missouri,1273,2020,34,38
Missouri,1191,2020,35,38
Missouri,1148,2020,36,38
Missouri,1044,2020,37,38
Missouri,860,2020,38,38
Montana,231,2020,1,38
Montana,211,2020,2,38
Montana,202,2020,3,38
Montana,196,2020,4,38
Montana,218,2020,5,38
Montana,202,2020,6,38
Montana,198,2020,7,38
Montana,218,2020,8,38
Montana,235,2020,9,38
Montana,221,2020,10,38
Montana,218,2020,11,38
Montana,228,2020,12,38
Montana,205,2020,13,38
Montana,177,2020,14,38
Montana,216,2020,15,38
Montana,191,2020,16,38
Montana,187,2020,17,38
Montana,204,2020,18,38
Montana,177,2020,19,38
Montana,205,2020,20,38
Montana,180,2020,21,38
Montana,179,2020,22,38
Montana,178,2020,23,38
Montana,223,2020,24,38
Montana,198,2020,25,38
Montana,198,2020,26,38
Montana,174,2020,27,38
Montana,189,2020,28,38
Montana,203,2020,29,38
Montana,223,2020,30,38
Montana,215,2020,31,38
Montana,215,2020,32,38
Montana,204,2020,33,38
Montana,234,2020,34,38
Montana,184,2020,35,38
Montana,219,2020,36,38
Montana,170,2020,37,38
Montana,108,2020,38,38
Nebraska,345,2020,1,38
Nebraska,362,2020,2,38
Nebraska,333,2020,3,38
Nebraska,358,2020,4,38
Nebraska,373,2020,5,38
Nebraska,345,2020,6,38
Nebraska,327,2020,7,38
Nebraska,318,2020,8,38
Nebraska,341,2020,9,38
Nebraska,355,2020,10,38
Nebraska,343,2020,11,38
Nebraska,350,2020,12,38
Nebraska,331,2020,13,38
Nebraska,310,2020,14,38
Nebraska,343,2020,15,38
Nebraska,353,2020,16,38
Nebraska,353,2020,17,38
Nebraska,344,2020,18,38
Nebraska,338,2020,19,38
Nebraska,352,2020,20,38
Nebraska,347,2020,21,38
Nebraska,375,2020,22,38
Nebraska,318,2020,23,38
Nebraska,317,2020,24,38
Nebraska,371,2020,25,38
Nebraska,317,2020,26,38
Nebraska,304,2020,27,38
Nebraska,315,2020,28,38
Nebraska,324,2020,29,38
Nebraska,357,2020,30,38
Nebraska,356,2020,31,38
Nebraska,374,2020,32,38
Nebraska,344,2020,33,38
Nebraska,355,2020,34,38
Nebraska,310,2020,35,38
Nebraska,319,2020,36,38
Nebraska,295,2020,37,38
Nebraska,203,2020,38,38
Nevada,521,2020,1,38
Nevada,556,2020,2,38
Nevada,605,2020,3,38
Nevada,577,2020,4,38
Nevada,532,2020,5,38
Nevada,579,2020,6,38
Nevada,528,2020,7,38
Nevada,545,2020,8,38
Nevada,543,2020,9,38
Nevada,535,2020,10,38
Nevada,515,2020,11,38
Nevada,508,2020,12,38
Nevada,542,2020,13,38
Nevada,592,2020,14,38
Nevada,587,2020,15,38
Nevada,545,2020,16,38
Nevada,565,2020,17,38
Nevada,547,2020,18,38
Nevada,544,2020,19,38
Nevada,514,2020,20,38
Nevada,535,2020,21,38
Nevada,543,2020,22,38
Nevada,562,2020,23,38
Nevada,543,2020,24,38
Nevada,518,2020,25,38
Nevada,555,2020,26,38
Nevada,525,2020,27,38
Nevada,626,2020,28,38
Nevada,631,2020,29,38
Nevada,641,2020,30,38
Nevada,600,2020,31,38
Nevada,664,2020,32,38
Nevada,635,2020,33,38
Nevada,614,2020,34,38
Nevada,587,2020,35,38
Nevada,578,2020,36,38
Nevada,474,2020,37,38
Nevada,360,2020,38,38
New Hampshire,261,2020,1,38
New Hampshire,263,2020,2,38
New Hampshire,245,2020,3,38
New Hampshire,241,2020,4,38
New Hampshire,240,2020,5,38
New Hampshire,256,2020,6,38
New Hampshire,236,2020,7,38
New Hampshire,277,2020,8,38
New Hampshire,228,2020,9,38
New Hampshire,266,2020,10,38
New Hampshire,240,2020,11,38
New Hampshire,252,2020,12,38
New Hampshire,258,2020,13,38
New Hampshire,248,2020,14,38
New Hampshire,270,2020,15,38
New Hampshire,242,2020,16,38
New Hampshire,274,2020,17,38
New Hampshire,265,2020,18,38
New Hampshire,292,2020,19,38
New Hampshire,285,2020,20,38
New Hampshire,268,2020,21,38
New Hampshire,250,2020,22,38
New Hampshire,259,2020,23,38
New Hampshire,302,2020,24,38
New Hampshire,238,2020,25,38
New Hampshire,250,2020,26,38
New Hampshire,247,2020,27,38
New Hampshire,248,2020,28,38
New Hampshire,230,2020,29,38
New Hampshire,266,2020,30,38
New Hampshire,247,2020,31,38
New Hampshire,233,2020,32,38
New Hampshire,229,2020,33,38
New Hampshire,249,2020,34,38
New Hampshire,229,2020,35,38
New Hampshire,232,2020,36,38
New Hampshire,227,2020,37,38
New Hampshire,213,2020,38,38
New Jersey,1628,2020,1,38
New Jersey,1587,2020,2,38
New Jersey,1489,2020,3,38
New Jersey,1580,2020,4,38
New Jersey,1516,2020,5,38
New Jersey,1493,2020,6,38
New Jersey,1487,2020,7,38
New Jersey,1493,2020,8,38
New Jersey,1571,2020,9,38
New Jersey,1507,2020,10,38
New Jersey,1476,2020,11,38
New Jersey,1595,2020,12,38
New Jersey,2121,2020,13,38
New Jersey,3477,2020,14,38
New Jersey,4764,2020,15,38
New Jersey,4723,2020,16,38
New Jersey,3967,2020,17,38
New Jersey,3177,2020,18,38
New Jersey,2596,2020,19,38
New Jersey,2279,2020,20,38
New Jersey,1928,2020,21,38
New Jersey,1743,2020,22,38
New Jersey,1580,2020,23,38
New Jersey,1481,2020,24,38
New Jersey,1409,2020,25,38
New Jersey,1439,2020,26,38
New Jersey,1402,2020,27,38
New Jersey,1379,2020,28,38
New Jersey,1321,2020,29,38
New Jersey,1362,2020,30,38
New Jersey,1379,2020,31,38
New Jersey,1335,2020,32,38
New Jersey,1299,2020,33,38
New Jersey,1334,2020,34,38
New Jersey,1322,2020,35,38
New Jersey,1373,2020,36,38
New Jersey,1325,2020,37,38
New Jersey,1084,2020,38,38
New Mexico,402,2020,1,38
New Mexico,408,2020,2,38
New Mexico,387,2020,3,38
New Mexico,397,2020,4,38
New Mexico,368,2020,5,38
New Mexico,369,2020,6,38
New Mexico,381,2020,7,38
New Mexico,386,2020,8,38
New Mexico,394,2020,9,38
New Mexico,394,2020,10,38
New Mexico,340,2020,11,38
New Mexico,385,2020,12,38
New Mexico,360,2020,13,38
New Mexico,392,2020,14,38
New Mexico,402,2020,15,38
New Mexico,414,2020,16,38
New Mexico,401,2020,17,38
New Mexico,416,2020,18,38
New Mexico,430,2020,19,38
New Mexico,461,2020,20,38
New Mexico,390,2020,21,38
New Mexico,423,2020,22,38
New Mexico,441,2020,23,38
New Mexico,429,2020,24,38
New Mexico,403,2020,25,38
New Mexico,389,2020,26,38
New Mexico,434,2020,27,38
New Mexico,393,2020,28,38
New Mexico,384,2020,29,38
New Mexico,408,2020,30,38
New Mexico,385,2020,31,38
New Mexico,396,2020,32,38
New Mexico,365,2020,33,38
New Mexico,365,2020,34,38
New Mexico,357,2020,35,38
New Mexico,311,2020,36,38
New Mexico,285,2020,37,38
New Mexico,209,2020,38,38
New York,2164,2020,1,38
New York,2092,2020,2,38
New York,2168,2020,3,38
New York,2023,2020,4,38
New York,2029,2020,5,38
New York,2058,2020,6,38
New York,1989,2020,7,38
New York,2032,2020,8,38
New York,2161,2020,9,38
New York,2071,2020,10,38
New York,1981,2020,11,38
New York,2127,2020,12,38
New York,2543,2020,13,38
New York,3771,2020,14,38
New York,4662,2020,15,38
New York,4460,2020,16,38
New York,3738,2020,17,38
New York,3128,2020,18,38
New York,2779,2020,19,38
New York,2505,2020,20,38
New York,2242,2020,21,38
New York,2111,2020,22,38
New York,1970,2020,23,38
New York,1896,2020,24,38
New York,1897,2020,25,38
New York,1927,2020,26,38
New York,1887,2020,27,38
New York,1887,2020,28,38
New York,1842,2020,29,38
New York,1804,2020,30,38
New York,1874,2020,31,38
New York,1866,2020,32,38
New York,1818,2020,33,38
New York,1866,2020,34,38
New York,1791,2020,35,38
New York,1777,2020,36,38
New York,1757,2020,37,38
New York,1809,2020,38,38
New York City,1155,2020,1,38
New York City,1137,2020,2,38
New York City,1129,2020,3,38
New York City,1182,2020,4,38
New York City,1171,2020,5,38
New York City,1172,2020,6,38
New York City,1130,2020,7,38
New York City,1096,2020,8,38
New York City,1110,2020,9,38
New York City,1113,2020,10,38
New York City,1136,2020,11,38
New York City,1405,2020,12,38
New York City,2804,2020,13,38
New York City,6296,2020,14,38
New York City,7863,2020,15,38
New York City,5902,2020,16,38
New York City,4049,2020,17,38
New York City,2847,2020,18,38
New York City,2074,2020,19,38
New York City,1604,2020,20,38
New York City,1310,2020,21,38
New York City,1166,2020,22,38
New York City,1113,2020,23,38
New York City,1098,2020,24,38
New York City,990,2020,25,38
New York City,1072,2020,26,38
New York City,990,2020,27,38
New York City,1026,2020,28,38
New York City,969,2020,29,38
New York City,1020,2020,30,38
New York City,986,2020,31,38
New York City,961,2020,32,38
New York City,986,2020,33,38
New York City,962,2020,34,38
New York City,994,2020,35,38
New York City,967,2020,36,38
New York City,952,2020,37,38
New York City,954,2020,38,38
North Carolina,2004,2020,1,38
North Carolina,1985,2020,2,38
North Carolina,1901,2020,3,38
North Carolina,1993,2020,4,38
North Carolina,1984,2020,5,38
North Carolina,2055,2020,6,38
North Carolina,2061,2020,7,38
North Carolina,1926,2020,8,38
North Carolina,1970,2020,9,38
North Carolina,2034,2020,10,38
North Carolina,2024,2020,11,38
North Carolina,2052,2020,12,38
North Carolina,1876,2020,13,38
North Carolina,2021,2020,14,38
North Carolina,2015,2020,15,38
North Carolina,2024,2020,16,38
North Carolina,2105,2020,17,38
North Carolina,1943,2020,18,38
North Carolina,2053,2020,19,38
North Carolina,2040,2020,20,38
North Carolina,2056,2020,21,38
North Carolina,1982,2020,22,38
North Carolina,1958,2020,23,38
North Carolina,1863,2020,24,38
North Carolina,1908,2020,25,38
North Carolina,1898,2020,26,38
North Carolina,1927,2020,27,38
North Carolina,1809,2020,28,38
North Carolina,1647,2020,29,38
North Carolina,1251,2020,30,38
North Carolina,653,2020,31,38
North Carolina,1527,2020,32,38
North Carolina,1101,2020,33,38
North Carolina,275,2020,34,38
North Carolina,,2020,35,38
North Dakota,149,2020,1,38
North Dakota,151,2020,2,38
North Dakota,171,2020,3,38
North Dakota,147,2020,4,38
North Dakota,130,2020,5,38
North Dakota,137,2020,6,38
North Dakota,148,2020,7,38
North Dakota,176,2020,8,38
North Dakota,153,2020,9,38
North Dakota,171,2020,10,38
North Dakota,148,2020,11,38
North Dakota,150,2020,12,38
North Dakota,119,2020,13,38
North Dakota,140,2020,14,38
North Dakota,158,2020,15,38
North Dakota,157,2020,16,38
North Dakota,158,2020,17,38
North Dakota,148,2020,18,38
North Dakota,141,2020,19,38
North Dakota,152,2020,20,38
North Dakota,140,2020,21,38
North Dakota,143,2020,22,38
North Dakota,160,2020,23,38
North Dakota,143,2020,24,38
North Dakota,141,2020,25,38
North Dakota,131,2020,26,38
North Dakota,115,2020,27,38
North Dakota,135,2020,28,38
North Dakota,134,2020,29,38
North Dakota,130,2020,30,38
North Dakota,130,2020,31,38
North Dakota,140,2020,32,38
North Dakota,111,2020,33,38
North Dakota,87,2020,34,38
North Dakota,91,2020,35,38
North Dakota,96,2020,36,38
North Dakota,82,2020,37,38
North Dakota,77,2020,38,38
Ohio,2541,2020,1,38
Ohio,2609,2020,2,38
Ohio,2474,2020,3,38
Ohio,2564,2020,4,38
Ohio,2492,2020,5,38
Ohio,2532,2020,6,38
Ohio,2490,2020,7,38
Ohio,2525,2020,8,38
Ohio,2457,2020,9,38
Ohio,2505,2020,10,38
Ohio,2550,2020,11,38
Ohio,2515,2020,12,38
Ohio,2505,2020,13,38
Ohio,2560,2020,14,38
Ohio,2622,2020,15,38
Ohio,2644,2020,16,38
Ohio,2828,2020,17,38
Ohio,2726,2020,18,38
Ohio,2612,2020,19,38
Ohio,2675,2020,20,38
Ohio,2653,2020,21,38
Ohio,2509,2020,22,38
Ohio,2580,2020,23,38
Ohio,2411,2020,24,38
Ohio,2386,2020,25,38
Ohio,2406,2020,26,38
Ohio,2479,2020,27,38
Ohio,2478,2020,28,38
Ohio,2510,2020,29,38
Ohio,2478,2020,30,38
Ohio,2574,2020,31,38
Ohio,2519,2020,32,38
Ohio,2494,2020,33,38
Ohio,2476,2020,34,38
Ohio,2384,2020,35,38
Ohio,1961,2020,36,38
Ohio,1625,2020,37,38
Ohio,1021,2020,38,38
Oklahoma,891,2020,1,38
Oklahoma,797,2020,2,38
Oklahoma,778,2020,3,38
Oklahoma,684,2020,4,38
Oklahoma,724,2020,5,38
Oklahoma,804,2020,6,38
Oklahoma,786,2020,7,38
Oklahoma,752,2020,8,38
Oklahoma,793,2020,9,38
Oklahoma,795,2020,10,38
Oklahoma,791,2020,11,38
Oklahoma,826,2020,12,38
Oklahoma,852,2020,13,38
Oklahoma,776,2020,14,38
Oklahoma,848,2020,15,38
Oklahoma,782,2020,16,38
Oklahoma,734,2020,17,38
Oklahoma,696,2020,18,38
Oklahoma,776,2020,19,38
Oklahoma,729,2020,20,38
Oklahoma,809,2020,21,38
Oklahoma,739,2020,22,38
Oklahoma,786,2020,23,38
Oklahoma,764,2020,24,38
Oklahoma,736,2020,25,38
Oklahoma,762,2020,26,38
Oklahoma,776,2020,27,38
Oklahoma,766,2020,28,38
Oklahoma,781,2020,29,38
Oklahoma,895,2020,30,38
Oklahoma,865,2020,31,38
Oklahoma,796,2020,32,38
Oklahoma,829,2020,33,38
Oklahoma,828,2020,34,38
Oklahoma,733,2020,35,38
Oklahoma,722,2020,36,38
Oklahoma,577,2020,37,38
Oklahoma,391,2020,38,38
Oregon,737,2020,1,38
Oregon,764,2020,2,38
Oregon,769,2020,3,38
Oregon,745,2020,4,38
Oregon,728,2020,5,38
Oregon,727,2020,6,38
Oregon,783,2020,7,38
Oregon,732,2020,8,38
Oregon,735,2020,9,38
Oregon,788,2020,10,38
Oregon,744,2020,11,38
Oregon,774,2020,12,38
Oregon,768,2020,13,38
Oregon,778,2020,14,38
Oregon,768,2020,15,38
Oregon,765,2020,16,38
Oregon,770,2020,17,38
Oregon,713,2020,18,38
Oregon,703,2020,19,38
Oregon,716,2020,20,38
Oregon,743,2020,21,38
Oregon,748,2020,22,38
Oregon,682,2020,23,38
Oregon,726,2020,24,38
Oregon,728,2020,25,38
Oregon,681,2020,26,38
Oregon,757,2020,27,38
Oregon,710,2020,28,38
Oregon,752,2020,29,38
Oregon,734,2020,30,38
Oregon,713,2020,31,38
Oregon,748,2020,32,38
Oregon,753,2020,33,38
Oregon,747,2020,34,38
Oregon,655,2020,35,38
Oregon,559,2020,36,38
Oregon,518,2020,37,38
Oregon,369,2020,38,38
Pennsylvania,2774,2020,1,38
Pennsylvania,2837,2020,2,38
Pennsylvania,2851,2020,3,38
Pennsylvania,2775,2020,4,38
Pennsylvania,2783,2020,5,38
Pennsylvania,2764,2020,6,38
Pennsylvania,2790,2020,7,38
Pennsylvania,2682,2020,8,38
Pennsylvania,2755,2020,9,38
Pennsylvania,2752,2020,10,38
Pennsylvania,2800,2020,11,38
Pennsylvania,2589,2020,12,38
Pennsylvania,2727,2020,13,38
Pennsylvania,3001,2020,14,38
Pennsylvania,3447,2020,15,38
Pennsylvania,3732,2020,16,38
Pennsylvania,3805,2020,17,38
Pennsylvania,3552,2020,18,38
Pennsylvania,3423,2020,19,38
Pennsylvania,3259,2020,20,38
Pennsylvania,2937,2020,21,38
Pennsylvania,2759,2020,22,38
Pennsylvania,2682,2020,23,38
Pennsylvania,2545,2020,24,38
Pennsylvania,2597,2020,25,38
Pennsylvania,2544,2020,26,38
Pennsylvania,2579,2020,27,38
Pennsylvania,2659,2020,28,38
Pennsylvania,2537,2020,29,38
Pennsylvania,2512,2020,30,38
Pennsylvania,2615,2020,31,38
Pennsylvania,2506,2020,32,38
Pennsylvania,2630,2020,33,38
Pennsylvania,2578,2020,34,38
Pennsylvania,2489,2020,35,38
Pennsylvania,2214,2020,36,38
Pennsylvania,2063,2020,37,38
Pennsylvania,2162,2020,38,38
Puerto Rico,552,2020,1,38
Puerto Rico,588,2020,2,38
Puerto Rico,652,2020,3,38
Puerto Rico,621,2020,4,38
Puerto Rico,583,2020,5,38
Puerto Rico,602,2020,6,38
Puerto Rico,614,2020,7,38
Puerto Rico,611,2020,8,38
Puerto Rico,618,2020,9,38
Puerto Rico,615,2020,10,38
Puerto Rico,595,2020,11,38
Puerto Rico,620,2020,12,38
Puerto Rico,637,2020,13,38
Puerto Rico,572,2020,14,38
Puerto Rico,589,2020,15,38
Puerto Rico,554,2020,16,38
Puerto Rico,535,2020,17,38
Puerto Rico,539,2020,18,38
Puerto Rico,557,2020,19,38
Puerto Rico,534,2020,20,38
Puerto Rico,545,2020,21,38
Puerto Rico,552,2020,22,38
Puerto Rico,571,2020,23,38
Puerto Rico,548,2020,24,38
Puerto Rico,580,2020,25,38
Puerto Rico,525,2020,26,38
Puerto Rico,531,2020,27,38
Puerto Rico,563,2020,28,38
Puerto Rico,579,2020,29,38
Puerto Rico,573,2020,30,38
Puerto Rico,568,2020,31,38
Puerto Rico,493,2020,32,38
Puerto Rico,500,2020,33,38
Puerto Rico,468,2020,34,38
Puerto Rico,366,2020,35,38
Puerto Rico,314,2020,36,38
Puerto Rico,227,2020,37,38
Puerto Rico,66,2020,38,38
Rhode Island,225,2020,1,38
Rhode Island,201,2020,2,38
Rhode Island,204,2020,3,38
Rhode Island,199,2020,4,38
Rhode Island,220,2020,5,38
Rhode Island,244,2020,6,38
Rhode Island,183,2020,7,38
Rhode Island,206,2020,8,38
Rhode Island,235,2020,9,38
Rhode Island,254,2020,10,38
Rhode Island,195,2020,11,38
Rhode Island,219,2020,12,38
Rhode Island,198,2020,13,38
Rhode Island,236,2020,14,38
Rhode Island,246,2020,15,38
Rhode Island,273,2020,16,38
Rhode Island,297,2020,17,38
Rhode Island,331,2020,18,38
Rhode Island,381,2020,19,38
Rhode Island,301,2020,20,38
Rhode Island,277,2020,21,38
Rhode Island,252,2020,22,38
Rhode Island,241,2020,23,38
Rhode Island,207,2020,24,38
Rhode Island,232,2020,25,38
Rhode Island,201,2020,26,38
Rhode Island,175,2020,27,38
Rhode Island,187,2020,28,38
Rhode Island,188,2020,29,38
Rhode Island,171,2020,30,38
Rhode Island,196,2020,31,38
Rhode Island,205,2020,32,38
Rhode Island,207,2020,33,38
Rhode Island,189,2020,34,38
Rhode Island,165,2020,35,38
Rhode Island,158,2020,36,38
Rhode Island,79,2020,37,38
Rhode Island,13,2020,38,38
South Carolina,1085,2020,1,38
South Carolina,1080,2020,2,38
South Carolina,1048,2020,3,38
South Carolina,1033,2020,4,38
South Carolina,1032,2020,5,38
South Carolina,1096,2020,6,38
South Carolina,1003,2020,7,38
South Carolina,1035,2020,8,38
South Carolina,1044,2020,9,38
South Carolina,1132,2020,10,38
South Carolina,1103,2020,11,38
South Carolina,1067,2020,12,38
South Carolina,1037,2020,13,38
South Carolina,1048,2020,14,38
South Carolina,1137,2020,15,38
South Carolina,1049,2020,16,38
South Carolina,1023,2020,17,38
South Carolina,1032,2020,18,38
South Carolina,1060,2020,19,38
South Carolina,1109,2020,20,38
South Carolina,1044,2020,21,38
South Carolina,1047,2020,22,38
South Carolina,1037,2020,23,38
South Carolina,1078,2020,24,38
South Carolina,1053,2020,25,38
South Carolina,1094,2020,26,38
South Carolina,1193,2020,27,38
South Carolina,1211,2020,28,38
South Carolina,1330,2020,29,38
South Carolina,1339,2020,30,38
South Carolina,1318,2020,31,38
South Carolina,1363,2020,32,38
South Carolina,1307,2020,33,38
South Carolina,1158,2020,34,38
South Carolina,1215,2020,35,38
South Carolina,1189,2020,36,38
South Carolina,1090,2020,37,38
South Carolina,788,2020,38,38
South Dakota,170,2020,1,38
South Dakota,169,2020,2,38
South Dakota,168,2020,3,38
South Dakota,151,2020,4,38
South Dakota,162,2020,5,38
South Dakota,150,2020,6,38
South Dakota,177,2020,7,38
South Dakota,177,2020,8,38
South Dakota,163,2020,9,38
South Dakota,194,2020,10,38
South Dakota,166,2020,11,38
South Dakota,162,2020,12,38
South Dakota,149,2020,13,38
South Dakota,170,2020,14,38
South Dakota,149,2020,15,38
South Dakota,152,2020,16,38
South Dakota,175,2020,17,38
South Dakota,159,2020,18,38
South Dakota,181,2020,19,38
South Dakota,146,2020,20,38
South Dakota,162,2020,21,38
South Dakota,157,2020,22,38
South Dakota,146,2020,23,38
South Dakota,159,2020,24,38
South Dakota,175,2020,25,38
South Dakota,163,2020,26,38
South Dakota,159,2020,27,38
South Dakota,170,2020,28,38
South Dakota,158,2020,29,38
South Dakota,172,2020,30,38
South Dakota,149,2020,31,38
South Dakota,177,2020,32,38
South Dakota,155,2020,33,38
South Dakota,151,2020,34,38
South Dakota,163,2020,35,38
South Dakota,155,2020,36,38
South Dakota,107,2020,37,38
South Dakota,30,2020,38,38
Tennessee,1613,2020,1,38
Tennessee,1685,2020,2,38
Tennessee,1595,2020,3,38
Tennessee,1530,2020,4,38
Tennessee,1586,2020,5,38
Tennessee,1610,2020,6,38
Tennessee,1452,2020,7,38
Tennessee,1512,2020,8,38
Tennessee,1499,2020,9,38
Tennessee,1607,2020,10,38
Tennessee,1595,2020,11,38
Tennessee,1525,2020,12,38
Tennessee,1521,2020,13,38
Tennessee,1586,2020,14,38
Tennessee,1512,2020,15,38
Tennessee,1536,2020,16,38
Tennessee,1475,2020,17,38
Tennessee,1489,2020,18,38
Tennessee,1484,2020,19,38
Tennessee,1541,2020,20,38
Tennessee,1555,2020,21,38
Tennessee,1459,2020,22,38
Tennessee,1480,2020,23,38
Tennessee,1490,2020,24,38
Tennessee,1560,2020,25,38
Tennessee,1557,2020,26,38
Tennessee,1524,2020,27,38
Tennessee,1614,2020,28,38
Tennessee,1628,2020,29,38
Tennessee,1690,2020,30,38
Tennessee,1688,2020,31,38
Tennessee,1682,2020,32,38
Tennessee,1637,2020,33,38
Tennessee,1635,2020,34,38
Tennessee,1627,2020,35,38
Tennessee,1510,2020,36,38
Tennessee,1488,2020,37,38
Tennessee,1104,2020,38,38
Texas,4324,2020,1,38
Texas,4562,2020,2,38
Texas,4250,2020,3,38
Texas,4127,2020,4,38
Texas,4172,2020,5,38
Texas,4318,2020,6,38
Texas,4341,2020,7,38
Texas,4214,2020,8,38
Texas,4144,2020,9,38
Texas,4168,2020,10,38
Texas,4166,2020,11,38
Texas,4246,2020,12,38
Texas,4255,2020,13,38
Texas,4179,2020,14,38
Texas,4260,2020,15,38
Texas,4288,2020,16,38
Texas,4456,2020,17,38
Texas,4255,2020,18,38
Texas,4271,2020,19,38
Texas,4269,2020,20,38
Texas,4245,2020,21,38
Texas,4139,2020,22,38
Texas,4224,2020,23,38
Texas,4385,2020,24,38
Texas,4486,2020,25,38
Texas,4547,2020,26,38
Texas,4993,2020,27,38
Texas,5714,2020,28,38
Texas,6180,2020,29,38
Texas,6225,2020,30,38
Texas,5826,2020,31,38
Texas,5572,2020,32,38
Texas,5580,2020,33,38
Texas,4800,2020,34,38
Texas,4793,2020,35,38
Texas,4408,2020,36,38
Texas,3753,2020,37,38
Texas,2594,2020,38,38
United States,60108,2020,1,38
United States,60619,2020,2,38
United States,59203,2020,3,38
United States,58811,2020,4,38
United States,58584,2020,5,38
United States,59316,2020,6,38
United States,58717,2020,7,38
United States,58755,2020,8,38
United States,59188,2020,9,38
United States,59561,2020,10,38
United States,58558,2020,11,38
United States,59130,2020,12,38
United States,62898,2020,13,38
United States,72133,2020,14,38
United States,78929,2020,15,38
United States,76572,2020,16,38
United States,73662,2020,17,38
United States,69055,2020,18,38
United States,66642,2020,19,38
United States,64297,2020,20,38
United States,61388,2020,21,38
United States,59419,2020,22,38
United States,58617,2020,23,38
United States,57728,2020,24,38
United States,57619,2020,25,38
United States,58094,2020,26,38
United States,59294,2020,27,38
United States,61201,2020,28,38
United States,62112,2020,29,38
United States,62583,2020,30,38
United States,61732,2020,31,38
United States,61799,2020,32,38
United States,60823,2020,33,38
United States,58099,2020,34,38
United States,55315,2020,35,38
United States,52108,2020,36,38
United States,48078,2020,37,38
United States,38755,2020,38,38
Utah,392,2020,1,38
Utah,438,2020,2,38
Utah,409,2020,3,38
Utah,390,2020,4,38
Utah,362,2020,5,38
Utah,312,2020,6,38
Utah,411,2020,7,38
Utah,366,2020,8,38
Utah,395,2020,9,38
Utah,403,2020,10,38
Utah,405,2020,11,38
Utah,410,2020,12,38
Utah,394,2020,13,38
Utah,408,2020,14,38
Utah,381,2020,15,38
Utah,387,2020,16,38
Utah,404,2020,17,38
Utah,379,2020,18,38
Utah,371,2020,19,38
Utah,403,2020,20,38
Utah,374,2020,21,38
Utah,390,2020,22,38
Utah,402,2020,23,38
Utah,387,2020,24,38
Utah,400,2020,25,38
Utah,383,2020,26,38
Utah,437,2020,27,38
Utah,407,2020,28,38
Utah,431,2020,29,38
Utah,435,2020,30,38
Utah,433,2020,31,38
Utah,449,2020,32,38
Utah,446,2020,33,38
Utah,419,2020,34,38
Utah,375,2020,35,38
Utah,359,2020,36,38
Utah,371,2020,37,38
Utah,368,2020,38,38
Vermont,92,2020,1,38
Vermont,102,2020,2,38
Vermont,125,2020,3,38
Vermont,128,2020,4,38
Vermont,96,2020,5,38
Vermont,121,2020,6,38
Vermont,126,2020,7,38
Vermont,107,2020,8,38
Vermont,137,2020,9,38
Vermont,115,2020,10,38
Vermont,140,2020,11,38
Vermont,157,2020,12,38
Vermont,106,2020,13,38
Vermont,130,2020,14,38
Vermont,127,2020,15,38
Vermont,129,2020,16,38
Vermont,120,2020,17,38
Vermont,109,2020,18,38
Vermont,112,2020,19,38
Vermont,115,2020,20,38
Vermont,103,2020,21,38
Vermont,131,2020,22,38
Vermont,127,2020,23,38
Vermont,103,2020,24,38
Vermont,90,2020,25,38
Vermont,124,2020,26,38
Vermont,91,2020,27,38
Vermont,128,2020,28,38
Vermont,86,2020,29,38
Vermont,115,2020,30,38
Vermont,103,2020,31,38
Vermont,102,2020,32,38
Vermont,104,2020,33,38
Vermont,117,2020,34,38
Vermont,119,2020,35,38
Vermont,113,2020,36,38
Vermont,110,2020,37,38
Vermont,95,2020,38,38
Virginia,1428,2020,1,38
Virginia,1534,2020,2,38
Virginia,1420,2020,3,38
Virginia,1280,2020,4,38
Virginia,1423,2020,5,38
Virginia,1524,2020,6,38
Virginia,1376,2020,7,38
Virginia,1444,2020,8,38
Virginia,1387,2020,9,38
Virginia,1479,2020,10,38
Virginia,1435,2020,11,38
Virginia,1453,2020,12,38
Virginia,1517,2020,13,38
Virginia,1467,2020,14,38
Virginia,1619,2020,15,38
Virginia,1599,2020,16,38
Virginia,1629,2020,17,38
Virginia,1668,2020,18,38
Virginia,1590,2020,19,38
Virginia,1565,2020,20,38
Virginia,1462,2020,21,38
Virginia,1443,2020,22,38
Virginia,1408,2020,23,38
Virginia,1422,2020,24,38
Virginia,1290,2020,25,38
Virginia,1453,2020,26,38
Virginia,1389,2020,27,38
