,jurisdiction,year,week,number_of_deaths,last_week
69,Alaska,2020,18,87,2020W52
70,Alaska,2020,19,89,2020W52
71,Alaska,2020,20,83,2020W52
72,Alaska,2020,21,82,2020W52
73,Alaska,2020,22,97,2020W52
74,Alaska,2020,23,78,2020W52
75,Alaska,2020,24,88,2020W52
76,Alaska,2020,25,92,2020W52
77,Alaska,2020,26,88,2020W52
78,Alaska,2020,27,84,2020W52
79,Alaska,2020,28,100,2020W52
80,Alaska,2020,29,88,2020W52
81,Alaska,2020,30,92,2020W52
82,Alaska,2020,31,112,2020W52
83,Alaska,2020,32,101,2020W52
84,Alaska,2020,33,74,2020W52
85,Alaska,2020,34,114,2020W52
86,Alaska,2020,35,93,2020W52
87,Alaska,2020,36,104,2020W52
88,Alaska,2020,37,87,2020W52
89,Alaska,2020,38,103,2020W52
90,Alaska,2020,39,110,2020W52
91,Alaska,2020,40,73,2020W52
92,Alaska,2020,41,108,2020W52
93,Alaska,2020,42,97,2020W52
94,Alaska,2020,43,99,2020W52
95,Alaska,2020,44,103,2020W52
96,Alaska,2020,45,95,2020W52
97,Alaska,2020,46,88,2020W52
98,Alaska,2020,47,96,2020W52
99,Alaska,2020,48,87,2020W52
100,Alaska,2020,49,66,2020W52
101,Alaska,2020,50,67,2020W52
102,Alaska,2020,51,34,2020W52
103,Alaska,2020,52,12,2020W52
104,Arizona,2020,1,1301,2020W52
105,Arizona,2020,2,1390,2020W52
106,Arizona,2020,3,1315,2020W52
107,Arizona,2020,4,1275,2020W52
108,Arizona,2020,5,1265,2020W52
109,Arizona,2020,6,1264,2020W52
110,Arizona,2020,7,1312,2020W52
111,Arizona,2020,8,1342,2020W52
112,Arizona,2020,9,1352,2020W52
113,Arizona,2020,10,1380,2020W52
114,Arizona,2020,11,1349,2020W52
115,Arizona,2020,12,1290,2020W52
116,Arizona,2020,13,1324,2020W52
117,Arizona,2020,14,1356,2020W52
118,Arizona,2020,15,1403,2020W52
119,Arizona,2020,16,1316,2020W52
120,Arizona,2020,17,1384,2020W52
121,Arizona,2020,18,1398,2020W52
122,Arizona,2020,19,1427,2020W52
123,Arizona,2020,20,1306,2020W52
124,Arizona,2020,21,1289,2020W52
125,Arizona,2020,22,1310,2020W52
126,Arizona,2020,23,1399,2020W52
127,Arizona,2020,24,1463,2020W52
128,Arizona,2020,25,1549,2020W52
129,Arizona,2020,26,1616,2020W52
130,Arizona,2020,27,1773,2020W52
131,Arizona,2020,28,1952,2020W52
132,Arizona,2020,29,1993,2020W52
133,Arizona,2020,30,1861,2020W52
134,Arizona,2020,31,1792,2020W52
135,Arizona,2020,32,1584,2020W52
136,Arizona,2020,33,1526,2020W52
137,Arizona,2020,34,1504,2020W52
138,Arizona,2020,35,1464,2020W52
139,Arizona,2020,36,1293,2020W52
140,Arizona,2020,37,1280,2020W52
141,Arizona,2020,38,1257,2020W52
142,Arizona,2020,39,1282,2020W52
143,Arizona,2020,40,1201,2020W52
144,Arizona,2020,41,1238,2020W52
145,Arizona,2020,42,1230,2020W52
146,Arizona,2020,43,1281,2020W52
147,Arizona,2020,44,1305,2020W52
148,Arizona,2020,45,1386,2020W52
149,Arizona,2020,46,1243,2020W52
150,Arizona,2020,47,1502,2020W52
151,Arizona,2020,48,1484,2020W52
152,Arizona,2020,49,1569,2020W52
153,Arizona,2020,50,1626,2020W52
154,Arizona,2020,51,1283,2020W52
155,Arizona,2020,52,934,2020W52
156,Arkansas,2020,1,672,2020W52
157,Arkansas,2020,2,685,2020W52
158,Arkansas,2020,3,658,2020W52
159,Arkansas,2020,4,616,2020W52
160,Arkansas,2020,5,681,2020W52
161,Arkansas,2020,6,673,2020W52
162,Arkansas,2020,7,688,2020W52
163,Arkansas,2020,8,695,2020W52
164,Arkansas,2020,9,656,2020W52
165,Arkansas,2020,10,696,2020W52
166,Arkansas,2020,11,628,2020W52
167,Arkansas,2020,12,637,2020W52
168,Arkansas,2020,13,640,2020W52
169,Arkansas,2020,14,606,2020W52
170,Arkansas,2020,15,636,2020W52
171,Arkansas,2020,16,637,2020W52
172,Arkansas,2020,17,614,2020W52
173,Arkansas,2020,18,630,2020W52
174,Arkansas,2020,19,661,2020W52
175,Arkansas,2020,20,582,2020W52
176,Arkansas,2020,21,642,2020W52
177,Arkansas,2020,22,610,2020W52
178,Arkansas,2020,23,648,2020W52
179,Arkansas,2020,24,651,2020W52
180,Arkansas,2020,25,707,2020W52
181,Arkansas,2020,26,663,2020W52
182,Arkansas,2020,27,686,2020W52
183,Arkansas,2020,28,660,2020W52
184,Arkansas,2020,29,694,2020W52
185,Arkansas,2020,30,713,2020W52
186,Arkansas,2020,31,745,2020W52
187,Arkansas,2020,32,734,2020W52
188,Arkansas,2020,33,764,2020W52
189,Arkansas,2020,34,749,2020W52
190,Arkansas,2020,35,738,2020W52
191,Arkansas,2020,36,710,2020W52
192,Arkansas,2020,37,721,2020W52
193,Arkansas,2020,38,734,2020W52
194,Arkansas,2020,39,743,2020W52
195,Arkansas,2020,40,780,2020W52
196,Arkansas,2020,41,783,2020W52
197,Arkansas,2020,42,774,2020W52
198,Arkansas,2020,43,783,2020W52
199,Arkansas,2020,44,788,2020W52
200,Arkansas,2020,45,836,2020W52
201,Arkansas,2020,46,873,2020W52
202,Arkansas,2020,47,856,2020W52
203,Arkansas,2020,48,795,2020W52
204,Arkansas,2020,49,881,2020W52
205,Arkansas,2020,50,766,2020W52
206,Arkansas,2020,51,555,2020W52
207,Arkansas,2020,52,408,2020W52
208,California,2020,1,5888,2020W52
209,California,2020,2,5873,2020W52
210,California,2020,3,5830,2020W52
211,California,2020,4,5831,2020W52
212,California,2020,5,5685,2020W52
213,California,2020,6,5913,2020W52
214,California,2020,7,5585,2020W52
215,California,2020,8,5797,2020W52
216,California,2020,9,5680,2020W52
217,California,2020,10,5737,2020W52
218,California,2020,11,5462,2020W52
219,California,2020,12,5679,2020W52
220,California,2020,13,5687,2020W52
221,California,2020,14,5983,2020W52
222,California,2020,15,6045,2020W52
223,California,2020,16,6128,2020W52
224,California,2020,17,5938,2020W52
225,California,2020,18,5740,2020W52
226,California,2020,19,5668,2020W52
227,California,2020,20,5691,2020W52
228,California,2020,21,5528,2020W52
229,California,2020,22,5590,2020W52
230,California,2020,23,5516,2020W52
231,California,2020,24,5564,2020W52
232,California,2020,25,5486,2020W52
233,California,2020,26,5694,2020W52
234,California,2020,27,5896,2020W52
235,California,2020,28,6033,2020W52
236,California,2020,29,6224,2020W52
237,California,2020,30,6242,2020W52
238,California,2020,31,6329,2020W52
239,California,2020,32,6300,2020W52
240,California,2020,33,6279,2020W52
241,California,2020,34,6466,2020W52
242,California,2020,35,5862,2020W52
243,California,2020,36,5769,2020W52
244,California,2020,37,5860,2020W52
245,California,2020,38,5738,2020W52
246,California,2020,39,5541,2020W52
247,California,2020,40,5645,2020W52
248,California,2020,41,5539,2020W52
249,California,2020,42,5593,2020W52
250,California,2020,43,5306,2020W52
251,California,2020,44,5486,2020W52
252,California,2020,45,5807,2020W52
253,California,2020,46,5923,2020W52
254,California,2020,47,6221,2020W52
255,California,2020,48,6181,2020W52
256,California,2020,49,6612,2020W52
257,California,2020,50,6466,2020W52
258,California,2020,51,4764,2020W52
259,California,2020,52,3186,2020W52
260,Colorado,2020,1,854,2020W52
261,Colorado,2020,2,872,2020W52
262,Colorado,2020,3,848,2020W52
263,Colorado,2020,4,853,2020W52
264,Colorado,2020,5,793,2020W52
265,Colorado,2020,6,847,2020W52
266,Colorado,2020,7,807,2020W52
267,Colorado,2020,8,880,2020W52
268,Colorado,2020,9,842,2020W52
269,Colorado,2020,10,821,2020W52
270,Colorado,2020,11,822,2020W52
271,Colorado,2020,12,891,2020W52
272,Colorado,2020,13,860,2020W52
273,Colorado,2020,14,967,2020W52
274,Colorado,2020,15,1096,2020W52
275,Colorado,2020,16,1106,2020W52
276,Colorado,2020,17,1066,2020W52
277,Colorado,2020,18,998,2020W52
278,Colorado,2020,19,905,2020W52
279,Colorado,2020,20,885,2020W52
280,Colorado,2020,21,847,2020W52
281,Colorado,2020,22,833,2020W52
282,Colorado,2020,23,820,2020W52
283,Colorado,2020,24,814,2020W52
284,Colorado,2020,25,861,2020W52
285,Colorado,2020,26,876,2020W52
286,Colorado,2020,27,787,2020W52
287,Colorado,2020,28,815,2020W52
288,Colorado,2020,29,808,2020W52
289,Colorado,2020,30,832,2020W52
290,Colorado,2020,31,812,2020W52
291,Colorado,2020,32,841,2020W52
292,Colorado,2020,33,833,2020W52
293,Colorado,2020,34,861,2020W52
294,Colorado,2020,35,817,2020W52
295,Colorado,2020,36,740,2020W52
296,Colorado,2020,37,849,2020W52
297,Colorado,2020,38,803,2020W52
298,Colorado,2020,39,836,2020W52
299,Colorado,2020,40,779,2020W52
300,Colorado,2020,41,798,2020W52
301,Colorado,2020,42,866,2020W52
302,Colorado,2020,43,868,2020W52
303,Colorado,2020,44,897,2020W52
304,Colorado,2020,45,1000,2020W52
305,Colorado,2020,46,1026,2020W52
306,Colorado,2020,47,1108,2020W52
307,Colorado,2020,48,1184,2020W52
308,Colorado,2020,49,1174,2020W52
309,Colorado,2020,50,993,2020W52
310,Colorado,2020,51,563,2020W52
311,Colorado,2020,52,422,2020W52
312,Connecticut,2020,1,632,2020W52
313,Connecticut,2020,2,629,2020W52
314,Connecticut,2020,3,638,2020W52
315,Connecticut,2020,4,652,2020W52
316,Connecticut,2020,5,680,2020W52
317,Connecticut,2020,6,647,2020W52
318,Connecticut,2020,7,632,2020W52
319,Connecticut,2020,8,647,2020W52
320,Connecticut,2020,9,632,2020W52
321,Connecticut,2020,10,621,2020W52
322,Connecticut,2020,11,626,2020W52
323,Connecticut,2020,12,660,2020W52
324,Connecticut,2020,13,736,2020W52
325,Connecticut,2020,14,880,2020W52
326,Connecticut,2020,15,1257,2020W52
327,Connecticut,2020,16,1380,2020W52
328,Connecticut,2020,17,1336,2020W52
329,Connecticut,2020,18,1167,2020W52
330,Connecticut,2020,19,1051,2020W52
331,Connecticut,2020,20,946,2020W52
332,Connecticut,2020,21,815,2020W52
333,Connecticut,2020,22,750,2020W52
334,Connecticut,2020,23,659,2020W52
335,Connecticut,2020,24,629,2020W52
336,Connecticut,2020,25,572,2020W52
337,Connecticut,2020,26,590,2020W52
338,Connecticut,2020,27,544,2020W52
339,Connecticut,2020,28,602,2020W52
340,Connecticut,2020,29,558,2020W52
341,Connecticut,2020,30,580,2020W52
342,Connecticut,2020,31,544,2020W52
343,Connecticut,2020,32,585,2020W52
344,Connecticut,2020,33,565,2020W52
345,Connecticut,2020,34,558,2020W52
346,Connecticut,2020,35,521,2020W52
347,Connecticut,2020,36,558,2020W52
348,Connecticut,2020,37,562,2020W52
349,Connecticut,2020,38,570,2020W52
350,Connecticut,2020,39,635,2020W52
351,Connecticut,2020,40,603,2020W52
352,Connecticut,2020,41,615,2020W52
353,Connecticut,2020,42,581,2020W52
354,Connecticut,2020,43,642,2020W52
355,Connecticut,2020,44,581,2020W52
356,Connecticut,2020,45,549,2020W52
357,Connecticut,2020,46,570,2020W52
358,Connecticut,2020,47,581,2020W52
359,Connecticut,2020,48,506,2020W52
360,Connecticut,2020,49,220,2020W52
361,Connecticut,2020,50,62,2020W52
362,Connecticut,2020,51,31,2020W52
363,Connecticut,2020,52,11,2020W52
364,Delaware,2020,1,199,2020W52
365,Delaware,2020,2,194,2020W52
366,Delaware,2020,3,190,2020W52
367,Delaware,2020,4,190,2020W52
368,Delaware,2020,5,183,2020W52
369,Delaware,2020,6,191,2020W52
370,Delaware,2020,7,202,2020W52
371,Delaware,2020,8,194,2020W52
372,Delaware,2020,9,164,2020W52
373,Delaware,2020,10,200,2020W52
374,Delaware,2020,11,189,2020W52
375,Delaware,2020,12,221,2020W52
376,Delaware,2020,13,188,2020W52
377,Delaware,2020,14,215,2020W52
378,Delaware,2020,15,219,2020W52
379,Delaware,2020,16,228,2020W52
380,Delaware,2020,17,285,2020W52
381,Delaware,2020,18,251,2020W52
382,Delaware,2020,19,270,2020W52
383,Delaware,2020,20,276,2020W52
384,Delaware,2020,21,222,2020W52
385,Delaware,2020,22,226,2020W52
386,Delaware,2020,23,181,2020W52
387,Delaware,2020,24,200,2020W52
388,Delaware,2020,25,161,2020W52
389,Delaware,2020,26,200,2020W52
390,Delaware,2020,27,201,2020W52
391,Delaware,2020,28,194,2020W52
392,Delaware,2020,29,191,2020W52
393,Delaware,2020,30,199,2020W52
394,Delaware,2020,31,195,2020W52
395,Delaware,2020,32,197,2020W52
396,Delaware,2020,33,186,2020W52
397,Delaware,2020,34,194,2020W52
398,Delaware,2020,35,189,2020W52
399,Delaware,2020,36,206,2020W52
400,Delaware,2020,37,198,2020W52
401,Delaware,2020,38,161,2020W52
402,Delaware,2020,39,200,2020W52
403,Delaware,2020,40,199,2020W52
404,Delaware,2020,41,200,2020W52
405,Delaware,2020,42,196,2020W52
406,Delaware,2020,43,204,2020W52
407,Delaware,2020,44,176,2020W52
408,Delaware,2020,45,161,2020W52
409,Delaware,2020,46,141,2020W52
410,Delaware,2020,47,182,2020W52
411,Delaware,2020,48,141,2020W52
412,Delaware,2020,49,161,2020W52
413,Delaware,2020,50,176,2020W52
414,Delaware,2020,51,133,2020W52
415,Delaware,2020,52,90,2020W52
416,District of Columbia,2020,1,132,2020W52
417,District of Columbia,2020,2,128,2020W52
418,District of Columbia,2020,3,140,2020W52
419,District of Columbia,2020,4,131,2020W52
420,District of Columbia,2020,5,143,2020W52
421,District of Columbia,2020,6,131,2020W52
422,District of Columbia,2020,7,122,2020W52
423,District of Columbia,2020,8,104,2020W52
424,District of Columbia,2020,9,135,2020W52
425,District of Columbia,2020,10,118,2020W52
426,District of Columbia,2020,11,114,2020W52
427,District of Columbia,2020,12,129,2020W52
428,District of Columbia,2020,13,130,2020W52
429,District of Columbia,2020,14,156,2020W52
430,District of Columbia,2020,15,193,2020W52
431,District of Columbia,2020,16,202,2020W52
432,District of Columbia,2020,17,242,2020W52
433,District of Columbia,2020,18,215,2020W52
434,District of Columbia,2020,19,214,2020W52
435,District of Columbia,2020,20,185,2020W52
436,District of Columbia,2020,21,181,2020W52
437,District of Columbia,2020,22,169,2020W52
438,District of Columbia,2020,23,149,2020W52
439,District of Columbia,2020,24,147,2020W52
440,District of Columbia,2020,25,132,2020W52
441,District of Columbia,2020,26,129,2020W52
442,District of Columbia,2020,27,122,2020W52
443,District of Columbia,2020,28,138,2020W52
444,District of Columbia,2020,29,121,2020W52
445,District of Columbia,2020,30,123,2020W52
446,District of Columbia,2020,31,130,2020W52
447,District of Columbia,2020,32,117,2020W52
448,District of Columbia,2020,33,117,2020W52
449,District of Columbia,2020,34,113,2020W52
450,District of Columbia,2020,35,139,2020W52
451,District of Columbia,2020,36,140,2020W52
452,District of Columbia,2020,37,125,2020W52
453,District of Columbia,2020,38,106,2020W52
454,District of Columbia,2020,39,111,2020W52
455,District of Columbia,2020,40,136,2020W52
456,District of Columbia,2020,41,141,2020W52
457,District of Columbia,2020,42,116,2020W52
458,District of Columbia,2020,43,105,2020W52
459,District of Columbia,2020,44,124,2020W52
460,District of Columbia,2020,45,131,2020W52
461,District of Columbia,2020,46,125,2020W52
462,District of Columbia,2020,47,128,2020W52
463,District of Columbia,2020,48,110,2020W52
464,District of Columbia,2020,49,132,2020W52
465,District of Columbia,2020,50,125,2020W52
466,District of Columbia,2020,51,53,2020W52
467,District of Columbia,2020,52,25,2020W52
468,Florida,2020,1,4340,2020W52
469,Florida,2020,2,4409,2020W52
470,Florida,2020,3,4384,2020W52
471,Florida,2020,4,4387,2020W52
472,Florida,2020,5,4419,2020W52
473,Florida,2020,6,4385,2020W52
474,Florida,2020,7,4358,2020W52
475,Florida,2020,8,4416,2020W52
476,Florida,2020,9,4398,2020W52
477,Florida,2020,10,4520,2020W52
478,Florida,2020,11,4435,2020W52
479,Florida,2020,12,4362,2020W52
480,Florida,2020,13,4461,2020W52
481,Florida,2020,14,4497,2020W52
482,Florida,2020,15,4545,2020W52
483,Florida,2020,16,4416,2020W52
484,Florida,2020,17,4554,2020W52
485,Florida,2020,18,4351,2020W52
486,Florida,2020,19,4407,2020W52
487,Florida,2020,20,4280,2020W52
488,Florida,2020,21,4360,2020W52
489,Florida,2020,22,4211,2020W52
490,Florida,2020,23,4264,2020W52
491,Florida,2020,24,4256,2020W52
492,Florida,2020,25,4408,2020W52
493,Florida,2020,26,4503,2020W52
494,Florida,2020,27,4726,2020W52
495,Florida,2020,28,5083,2020W52
496,Florida,2020,29,5507,2020W52
497,Florida,2020,30,5704,2020W52
498,Florida,2020,31,5791,2020W52
499,Florida,2020,32,5586,2020W52
500,Florida,2020,33,5510,2020W52
501,Florida,2020,34,5203,2020W52
502,Florida,2020,35,5011,2020W52
503,Florida,2020,36,4757,2020W52
504,Florida,2020,37,4506,2020W52
505,Florida,2020,38,4666,2020W52
506,Florida,2020,39,4442,2020W52
507,Florida,2020,40,4346,2020W52
508,Florida,2020,41,4524,2020W52
509,Florida,2020,42,4384,2020W52
510,Florida,2020,43,4330,2020W52
511,Florida,2020,44,4257,2020W52
512,Florida,2020,45,4298,2020W52
513,Florida,2020,46,4476,2020W52
514,Florida,2020,47,4530,2020W52
515,Florida,2020,48,4573,2020W52
516,Florida,2020,49,4758,2020W52
517,Florida,2020,50,4591,2020W52
518,Florida,2020,51,3372,2020W52
519,Florida,2020,52,2423,2020W52
520,Georgia,2020,1,1801,2020W52
521,Georgia,2020,2,1801,2020W52
522,Georgia,2020,3,1745,2020W52
523,Georgia,2020,4,1829,2020W52
524,Georgia,2020,5,1793,2020W52
525,Georgia,2020,6,1779,2020W52
526,Georgia,2020,7,1758,2020W52
527,Georgia,2020,8,1746,2020W52
528,Georgia,2020,9,1857,2020W52
529,Georgia,2020,10,1753,2020W52
530,Georgia,2020,11,1780,2020W52
531,Georgia,2020,12,1772,2020W52
532,Georgia,2020,13,1877,2020W52
533,Georgia,2020,14,2030,2020W52
534,Georgia,2020,15,2035,2020W52
535,Georgia,2020,16,2025,2020W52
536,Georgia,2020,17,2033,2020W52
537,Georgia,2020,18,1969,2020W52
538,Georgia,2020,19,1982,2020W52
539,Georgia,2020,20,1953,2020W52
540,Georgia,2020,21,1903,2020W52
541,Georgia,2020,22,1770,2020W52
542,Georgia,2020,23,1770,2020W52
543,Georgia,2020,24,1732,2020W52
544,Georgia,2020,25,1767,2020W52
545,Georgia,2020,26,1807,2020W52
546,Georgia,2020,27,1871,2020W52
547,Georgia,2020,28,1962,2020W52
548,Georgia,2020,29,2152,2020W52
549,Georgia,2020,30,2155,2020W52
550,Georgia,2020,31,2172,2020W52
551,Georgia,2020,32,2175,2020W52
552,Georgia,2020,33,2227,2020W52
553,Georgia,2020,34,2231,2020W52
554,Georgia,2020,35,2108,2020W52
555,Georgia,2020,36,2007,2020W52
556,Georgia,2020,37,2030,2020W52
557,Georgia,2020,38,1883,2020W52
558,Georgia,2020,39,1952,2020W52
559,Georgia,2020,40,1883,2020W52
560,Georgia,2020,41,1827,2020W52
561,Georgia,2020,42,1847,2020W52
562,Georgia,2020,43,1872,2020W52
563,Georgia,2020,44,1828,2020W52
564,Georgia,2020,45,1867,2020W52
565,Georgia,2020,46,1886,2020W52
566,Georgia,2020,47,1744,2020W52
567,Georgia,2020,48,1747,2020W52
568,Georgia,2020,49,1713,2020W52
569,Georgia,2020,50,1401,2020W52
570,Georgia,2020,51,963,2020W52
571,Georgia,2020,52,492,2020W52
572,Hawaii,2020,1,241,2020W52
573,Hawaii,2020,2,242,2020W52
574,Hawaii,2020,3,214,2020W52
575,Hawaii,2020,4,242,2020W52
576,Hawaii,2020,5,242,2020W52
577,Hawaii,2020,6,235,2020W52
578,Hawaii,2020,7,281,2020W52
579,Hawaii,2020,8,249,2020W52
580,Hawaii,2020,9,238,2020W52
581,Hawaii,2020,10,239,2020W52
582,Hawaii,2020,11,243,2020W52
583,Hawaii,2020,12,212,2020W52
584,Hawaii,2020,13,236,2020W52
585,Hawaii,2020,14,234,2020W52
586,Hawaii,2020,15,221,2020W52
587,Hawaii,2020,16,211,2020W52
588,Hawaii,2020,17,200,2020W52
589,Hawaii,2020,18,222,2020W52
590,Hawaii,2020,19,210,2020W52
591,Hawaii,2020,20,230,2020W52
592,Hawaii,2020,21,208,2020W52
593,Hawaii,2020,22,200,2020W52
594,Hawaii,2020,23,217,2020W52
595,Hawaii,2020,24,203,2020W52
596,Hawaii,2020,25,245,2020W52
597,Hawaii,2020,26,236,2020W52
598,Hawaii,2020,27,207,2020W52
599,Hawaii,2020,28,238,2020W52
600,Hawaii,2020,29,225,2020W52
601,Hawaii,2020,30,218,2020W52
602,Hawaii,2020,31,217,2020W52
603,Hawaii,2020,32,231,2020W52
604,Hawaii,2020,33,222,2020W52
605,Hawaii,2020,34,243,2020W52
606,Hawaii,2020,35,254,2020W52
607,Hawaii,2020,36,235,2020W52
608,Hawaii,2020,37,272,2020W52
609,Hawaii,2020,38,242,2020W52
610,Hawaii,2020,39,242,2020W52
611,Hawaii,2020,40,214,2020W52
612,Hawaii,2020,41,231,2020W52
613,Hawaii,2020,42,235,2020W52
614,Hawaii,2020,43,235,2020W52
615,Hawaii,2020,44,235,2020W52
616,Hawaii,2020,45,230,2020W52
617,Hawaii,2020,46,245,2020W52
618,Hawaii,2020,47,220,2020W52
619,Hawaii,2020,48,212,2020W52
620,Hawaii,2020,49,229,2020W52
621,Hawaii,2020,50,199,2020W52
622,Hawaii,2020,51,185,2020W52
623,Hawaii,2020,52,108,2020W52
624,Idaho,2020,1,278,2020W52
625,Idaho,2020,2,292,2020W52
626,Idaho,2020,3,293,2020W52
627,Idaho,2020,4,275,2020W52
628,Idaho,2020,5,249,2020W52
629,Idaho,2020,6,292,2020W52
630,Idaho,2020,7,279,2020W52
631,Idaho,2020,8,318,2020W52
632,Idaho,2020,9,290,2020W52
633,Idaho,2020,10,278,2020W52
634,Idaho,2020,11,282,2020W52
635,Idaho,2020,12,308,2020W52
636,Idaho,2020,13,332,2020W52
637,Idaho,2020,14,271,2020W52
638,Idaho,2020,15,306,2020W52
639,Idaho,2020,16,283,2020W52
640,Idaho,2020,17,262,2020W52
641,Idaho,2020,18,252,2020W52
642,Idaho,2020,19,304,2020W52
643,Idaho,2020,20,269,2020W52
644,Idaho,2020,21,262,2020W52
645,Idaho,2020,22,279,2020W52
646,Idaho,2020,23,292,2020W52
647,Idaho,2020,24,287,2020W52
648,Idaho,2020,25,282,2020W52
649,Idaho,2020,26,296,2020W52
650,Idaho,2020,27,281,2020W52
651,Idaho,2020,28,287,2020W52
652,Idaho,2020,29,312,2020W52
653,Idaho,2020,30,328,2020W52
654,Idaho,2020,31,327,2020W52
655,Idaho,2020,32,312,2020W52
656,Idaho,2020,33,319,2020W52
657,Idaho,2020,34,360,2020W52
658,Idaho,2020,35,327,2020W52
659,Idaho,2020,36,352,2020W52
660,Idaho,2020,37,321,2020W52
661,Idaho,2020,38,320,2020W52
662,Idaho,2020,39,292,2020W52
663,Idaho,2020,40,326,2020W52
664,Idaho,2020,41,299,2020W52
665,Idaho,2020,42,325,2020W52
666,Idaho,2020,43,340,2020W52
667,Idaho,2020,44,351,2020W52
668,Idaho,2020,45,365,2020W52
669,Idaho,2020,46,408,2020W52
670,Idaho,2020,47,385,2020W52
671,Idaho,2020,48,415,2020W52
672,Idaho,2020,49,376,2020W52
673,Idaho,2020,50,287,2020W52
674,Idaho,2020,51,189,2020W52
675,Idaho,2020,52,111,2020W52
676,Illinois,2020,1,2191,2020W52
677,Illinois,2020,2,2252,2020W52
678,Illinois,2020,3,2231,2020W52
679,Illinois,2020,4,2199,2020W52
680,Illinois,2020,5,2137,2020W52
681,Illinois,2020,6,2232,2020W52
682,Illinois,2020,7,2217,2020W52
683,Illinois,2020,8,2206,2020W52
684,Illinois,2020,9,2208,2020W52
685,Illinois,2020,10,2253,2020W52
686,Illinois,2020,11,2192,2020W52
687,Illinois,2020,12,2281,2020W52
688,Illinois,2020,13,2303,2020W52
689,Illinois,2020,14,2621,2020W52
690,Illinois,2020,15,2869,2020W52
691,Illinois,2020,16,2912,2020W52
692,Illinois,2020,17,3009,2020W52
693,Illinois,2020,18,2950,2020W52
694,Illinois,2020,19,2961,2020W52
695,Illinois,2020,20,2864,2020W52
696,Illinois,2020,21,2638,2020W52
697,Illinois,2020,22,2547,2020W52
698,Illinois,2020,23,2509,2020W52
699,Illinois,2020,24,2269,2020W52
700,Illinois,2020,25,2254,2020W52
701,Illinois,2020,26,2131,2020W52
702,Illinois,2020,27,2182,2020W52
703,Illinois,2020,28,2189,2020W52
704,Illinois,2020,29,2087,2020W52
705,Illinois,2020,30,2034,2020W52
706,Illinois,2020,31,2070,2020W52
707,Illinois,2020,32,2138,2020W52
708,Illinois,2020,33,2124,2020W52
709,Illinois,2020,34,2149,2020W52
710,Illinois,2020,35,2117,2020W52
711,Illinois,2020,36,2196,2020W52
712,Illinois,2020,37,2080,2020W52
713,Illinois,2020,38,2078,2020W52
714,Illinois,2020,39,2294,2020W52
