,jurisdiction,year,week,number_of_deaths,last_week
357,Delaware,2020,29,191,2020W47
358,Delaware,2020,30,199,2020W47
359,Delaware,2020,31,195,2020W47
360,Delaware,2020,32,196,2020W47
361,Delaware,2020,33,185,2020W47
362,Delaware,2020,34,190,2020W47
363,Delaware,2020,35,188,2020W47
364,Delaware,2020,36,205,2020W47
365,Delaware,2020,37,191,2020W47
366,Delaware,2020,38,158,2020W47
367,Delaware,2020,39,194,2020W47
368,Delaware,2020,40,192,2020W47
369,Delaware,2020,41,167,2020W47
370,Delaware,2020,42,164,2020W47
371,Delaware,2020,43,174,2020W47
372,Delaware,2020,44,144,2020W47
373,Delaware,2020,45,140,2020W47
374,Delaware,2020,46,122,2020W47
375,Delaware,2020,47,112,2020W47
376,District of Columbia,2020,1,132,2020W47
377,District of Columbia,2020,2,128,2020W47
378,District of Columbia,2020,3,140,2020W47
379,District of Columbia,2020,4,131,2020W47
380,District of Columbia,2020,5,143,2020W47
381,District of Columbia,2020,6,131,2020W47
382,District of Columbia,2020,7,122,2020W47
383,District of Columbia,2020,8,104,2020W47
384,District of Columbia,2020,9,135,2020W47
385,District of Columbia,2020,10,118,2020W47
386,District of Columbia,2020,11,114,2020W47
387,District of Columbia,2020,12,129,2020W47
388,District of Columbia,2020,13,130,2020W47
389,District of Columbia,2020,14,156,2020W47
390,District of Columbia,2020,15,193,2020W47
391,District of Columbia,2020,16,202,2020W47
392,District of Columbia,2020,17,242,2020W47
393,District of Columbia,2020,18,215,2020W47
394,District of Columbia,2020,19,214,2020W47
395,District of Columbia,2020,20,185,2020W47
396,District of Columbia,2020,21,181,2020W47
397,District of Columbia,2020,22,168,2020W47
398,District of Columbia,2020,23,149,2020W47
399,District of Columbia,2020,24,147,2020W47
400,District of Columbia,2020,25,132,2020W47
401,District of Columbia,2020,26,129,2020W47
402,District of Columbia,2020,27,122,2020W47
403,District of Columbia,2020,28,138,2020W47
404,District of Columbia,2020,29,121,2020W47
405,District of Columbia,2020,30,123,2020W47
406,District of Columbia,2020,31,130,2020W47
407,District of Columbia,2020,32,117,2020W47
408,District of Columbia,2020,33,117,2020W47
409,District of Columbia,2020,34,113,2020W47
410,District of Columbia,2020,35,137,2020W47
411,District of Columbia,2020,36,140,2020W47
412,District of Columbia,2020,37,124,2020W47
413,District of Columbia,2020,38,105,2020W47
414,District of Columbia,2020,39,110,2020W47
415,District of Columbia,2020,40,132,2020W47
416,District of Columbia,2020,41,135,2020W47
417,District of Columbia,2020,42,110,2020W47
418,District of Columbia,2020,43,101,2020W47
419,District of Columbia,2020,44,116,2020W47
420,District of Columbia,2020,45,112,2020W47
421,District of Columbia,2020,46,89,2020W47
422,District of Columbia,2020,47,37,2020W47
423,Florida,2020,1,4341,2020W47
424,Florida,2020,2,4409,2020W47
425,Florida,2020,3,4384,2020W47
426,Florida,2020,4,4387,2020W47
427,Florida,2020,5,4419,2020W47
428,Florida,2020,6,4385,2020W47
429,Florida,2020,7,4358,2020W47
430,Florida,2020,8,4416,2020W47
431,Florida,2020,9,4398,2020W47
432,Florida,2020,10,4519,2020W47
433,Florida,2020,11,4435,2020W47
434,Florida,2020,12,4362,2020W47
435,Florida,2020,13,4461,2020W47
436,Florida,2020,14,4497,2020W47
437,Florida,2020,15,4545,2020W47
438,Florida,2020,16,4416,2020W47
439,Florida,2020,17,4554,2020W47
440,Florida,2020,18,4351,2020W47
441,Florida,2020,19,4407,2020W47
442,Florida,2020,20,4279,2020W47
443,Florida,2020,21,4360,2020W47
444,Florida,2020,22,4210,2020W47
445,Florida,2020,23,4264,2020W47
446,Florida,2020,24,4256,2020W47
447,Florida,2020,25,4406,2020W47
448,Florida,2020,26,4503,2020W47
449,Florida,2020,27,4725,2020W47
450,Florida,2020,28,5083,2020W47
451,Florida,2020,29,5507,2020W47
452,Florida,2020,30,5703,2020W47
453,Florida,2020,31,5793,2020W47
454,Florida,2020,32,5584,2020W47
455,Florida,2020,33,5508,2020W47
456,Florida,2020,34,5202,2020W47
457,Florida,2020,35,5009,2020W47
458,Florida,2020,36,4757,2020W47
459,Florida,2020,37,4506,2020W47
460,Florida,2020,38,4659,2020W47
461,Florida,2020,39,4436,2020W47
462,Florida,2020,40,4340,2020W47
463,Florida,2020,41,4519,2020W47
464,Florida,2020,42,4371,2020W47
465,Florida,2020,43,4303,2020W47
466,Florida,2020,44,4222,2020W47
467,Florida,2020,45,4199,2020W47
468,Florida,2020,46,4097,2020W47
469,Florida,2020,47,3027,2020W47
470,Georgia,2020,1,1801,2020W47
471,Georgia,2020,2,1800,2020W47
472,Georgia,2020,3,1744,2020W47
473,Georgia,2020,4,1829,2020W47
474,Georgia,2020,5,1791,2020W47
475,Georgia,2020,6,1779,2020W47
476,Georgia,2020,7,1756,2020W47
477,Georgia,2020,8,1744,2020W47
478,Georgia,2020,9,1856,2020W47
479,Georgia,2020,10,1753,2020W47
480,Georgia,2020,11,1780,2020W47
481,Georgia,2020,12,1772,2020W47
482,Georgia,2020,13,1874,2020W47
483,Georgia,2020,14,2029,2020W47
484,Georgia,2020,15,2033,2020W47
485,Georgia,2020,16,2023,2020W47
486,Georgia,2020,17,2032,2020W47
487,Georgia,2020,18,1969,2020W47
488,Georgia,2020,19,1980,2020W47
489,Georgia,2020,20,1950,2020W47
490,Georgia,2020,21,1903,2020W47
491,Georgia,2020,22,1765,2020W47
492,Georgia,2020,23,1769,2020W47
493,Georgia,2020,24,1730,2020W47
494,Georgia,2020,25,1762,2020W47
495,Georgia,2020,26,1803,2020W47
496,Georgia,2020,27,1864,2020W47
497,Georgia,2020,28,1954,2020W47
498,Georgia,2020,29,2147,2020W47
499,Georgia,2020,30,2148,2020W47
500,Georgia,2020,31,2159,2020W47
501,Georgia,2020,32,2164,2020W47
502,Georgia,2020,33,2215,2020W47
503,Georgia,2020,34,2206,2020W47
504,Georgia,2020,35,2089,2020W47
505,Georgia,2020,36,1986,2020W47
506,Georgia,2020,37,1999,2020W47
507,Georgia,2020,38,1855,2020W47
508,Georgia,2020,39,1917,2020W47
509,Georgia,2020,40,1836,2020W47
510,Georgia,2020,41,1789,2020W47
511,Georgia,2020,42,1761,2020W47
512,Georgia,2020,43,1755,2020W47
513,Georgia,2020,44,1640,2020W47
514,Georgia,2020,45,1562,2020W47
515,Georgia,2020,46,1351,2020W47
516,Georgia,2020,47,716,2020W47
517,Hawaii,2020,1,241,2020W47
518,Hawaii,2020,2,241,2020W47
519,Hawaii,2020,3,214,2020W47
520,Hawaii,2020,4,243,2020W47
521,Hawaii,2020,5,242,2020W47
522,Hawaii,2020,6,235,2020W47
523,Hawaii,2020,7,281,2020W47
524,Hawaii,2020,8,249,2020W47
525,Hawaii,2020,9,238,2020W47
526,Hawaii,2020,10,239,2020W47
527,Hawaii,2020,11,243,2020W47
528,Hawaii,2020,12,212,2020W47
529,Hawaii,2020,13,236,2020W47
530,Hawaii,2020,14,234,2020W47
531,Hawaii,2020,15,221,2020W47
532,Hawaii,2020,16,211,2020W47
533,Hawaii,2020,17,200,2020W47
534,Hawaii,2020,18,222,2020W47
535,Hawaii,2020,19,210,2020W47
536,Hawaii,2020,20,230,2020W47
537,Hawaii,2020,21,208,2020W47
538,Hawaii,2020,22,200,2020W47
539,Hawaii,2020,23,217,2020W47
540,Hawaii,2020,24,203,2020W47
541,Hawaii,2020,25,245,2020W47
542,Hawaii,2020,26,236,2020W47
543,Hawaii,2020,27,206,2020W47
544,Hawaii,2020,28,225,2020W47
545,Hawaii,2020,29,207,2020W47
546,Hawaii,2020,30,218,2020W47
547,Hawaii,2020,31,216,2020W47
548,Hawaii,2020,32,231,2020W47
549,Hawaii,2020,33,222,2020W47
550,Hawaii,2020,34,243,2020W47
551,Hawaii,2020,35,254,2020W47
552,Hawaii,2020,36,234,2020W47
553,Hawaii,2020,37,271,2020W47
554,Hawaii,2020,38,242,2020W47
555,Hawaii,2020,39,242,2020W47
556,Hawaii,2020,40,213,2020W47
557,Hawaii,2020,41,232,2020W47
558,Hawaii,2020,42,233,2020W47
559,Hawaii,2020,43,232,2020W47
560,Hawaii,2020,44,235,2020W47
561,Hawaii,2020,45,229,2020W47
562,Hawaii,2020,46,233,2020W47
563,Hawaii,2020,47,153,2020W47
564,Idaho,2020,1,278,2020W47
565,Idaho,2020,2,292,2020W47
566,Idaho,2020,3,293,2020W47
567,Idaho,2020,4,275,2020W47
568,Idaho,2020,5,249,2020W47
569,Idaho,2020,6,292,2020W47
570,Idaho,2020,7,279,2020W47
571,Idaho,2020,8,318,2020W47
572,Idaho,2020,9,290,2020W47
573,Idaho,2020,10,278,2020W47
574,Idaho,2020,11,282,2020W47
575,Idaho,2020,12,308,2020W47
576,Idaho,2020,13,332,2020W47
577,Idaho,2020,14,271,2020W47
578,Idaho,2020,15,306,2020W47
579,Idaho,2020,16,283,2020W47
580,Idaho,2020,17,262,2020W47
581,Idaho,2020,18,252,2020W47
582,Idaho,2020,19,304,2020W47
583,Idaho,2020,20,269,2020W47
584,Idaho,2020,21,262,2020W47
585,Idaho,2020,22,279,2020W47
586,Idaho,2020,23,292,2020W47
587,Idaho,2020,24,287,2020W47
588,Idaho,2020,25,282,2020W47
589,Idaho,2020,26,296,2020W47
590,Idaho,2020,27,281,2020W47
591,Idaho,2020,28,287,2020W47
592,Idaho,2020,29,312,2020W47
593,Idaho,2020,30,328,2020W47
594,Idaho,2020,31,327,2020W47
595,Idaho,2020,32,312,2020W47
596,Idaho,2020,33,319,2020W47
597,Idaho,2020,34,360,2020W47
598,Idaho,2020,35,327,2020W47
599,Idaho,2020,36,352,2020W47
600,Idaho,2020,37,321,2020W47
601,Idaho,2020,38,320,2020W47
602,Idaho,2020,39,290,2020W47
603,Idaho,2020,40,327,2020W47
604,Idaho,2020,41,299,2020W47
605,Idaho,2020,42,323,2020W47
606,Idaho,2020,43,339,2020W47
607,Idaho,2020,44,346,2020W47
608,Idaho,2020,45,359,2020W47
609,Idaho,2020,46,387,2020W47
610,Idaho,2020,47,271,2020W47
611,Illinois,2020,1,2191,2020W47
612,Illinois,2020,2,2252,2020W47
613,Illinois,2020,3,2231,2020W47
614,Illinois,2020,4,2199,2020W47
615,Illinois,2020,5,2138,2020W47
616,Illinois,2020,6,2231,2020W47
617,Illinois,2020,7,2217,2020W47
618,Illinois,2020,8,2206,2020W47
619,Illinois,2020,9,2208,2020W47
620,Illinois,2020,10,2253,2020W47
621,Illinois,2020,11,2192,2020W47
622,Illinois,2020,12,2281,2020W47
623,Illinois,2020,13,2303,2020W47
624,Illinois,2020,14,2621,2020W47
625,Illinois,2020,15,2868,2020W47
626,Illinois,2020,16,2912,2020W47
627,Illinois,2020,17,3009,2020W47
628,Illinois,2020,18,2950,2020W47
629,Illinois,2020,19,2961,2020W47
630,Illinois,2020,20,2864,2020W47
631,Illinois,2020,21,2637,2020W47
632,Illinois,2020,22,2546,2020W47
633,Illinois,2020,23,2508,2020W47
634,Illinois,2020,24,2268,2020W47
635,Illinois,2020,25,2254,2020W47
636,Illinois,2020,26,2131,2020W47
637,Illinois,2020,27,2181,2020W47
638,Illinois,2020,28,2189,2020W47
639,Illinois,2020,29,2087,2020W47
640,Illinois,2020,30,2033,2020W47
641,Illinois,2020,31,2069,2020W47
642,Illinois,2020,32,2137,2020W47
643,Illinois,2020,33,2121,2020W47
644,Illinois,2020,34,2147,2020W47
645,Illinois,2020,35,2116,2020W47
646,Illinois,2020,36,2195,2020W47
647,Illinois,2020,37,2077,2020W47
648,Illinois,2020,38,2078,2020W47
649,Illinois,2020,39,2292,2020W47
650,Illinois,2020,40,2129,2020W47
651,Illinois,2020,41,2318,2020W47
652,Illinois,2020,42,2265,2020W47
653,Illinois,2020,43,2260,2020W47
654,Illinois,2020,44,2423,2020W47
655,Illinois,2020,45,2634,2020W47
656,Illinois,2020,46,2744,2020W47
657,Illinois,2020,47,2537,2020W47
658,Indiana,2020,1,1469,2020W47
659,Indiana,2020,2,1386,2020W47
660,Indiana,2020,3,1389,2020W47
661,Indiana,2020,4,1421,2020W47
662,Indiana,2020,5,1378,2020W47
663,Indiana,2020,6,1362,2020W47
664,Indiana,2020,7,1429,2020W47
665,Indiana,2020,8,1407,2020W47
666,Indiana,2020,9,1447,2020W47
667,Indiana,2020,10,1369,2020W47
668,Indiana,2020,11,1402,2020W47
669,Indiana,2020,12,1326,2020W47
670,Indiana,2020,13,1485,2020W47
671,Indiana,2020,14,1581,2020W47
672,Indiana,2020,15,1628,2020W47
673,Indiana,2020,16,1507,2020W47
674,Indiana,2020,17,1593,2020W47
675,Indiana,2020,18,1530,2020W47
676,Indiana,2020,19,1578,2020W47
677,Indiana,2020,20,1566,2020W47
678,Indiana,2020,21,1467,2020W47
679,Indiana,2020,22,1377,2020W47
680,Indiana,2020,23,1390,2020W47
681,Indiana,2020,24,1386,2020W47
682,Indiana,2020,25,1349,2020W47
683,Indiana,2020,26,1373,2020W47
684,Indiana,2020,27,1337,2020W47
685,Indiana,2020,28,1351,2020W47
686,Indiana,2020,29,1376,2020W47
687,Indiana,2020,30,1309,2020W47
688,Indiana,2020,31,1355,2020W47
689,Indiana,2020,32,1337,2020W47
690,Indiana,2020,33,1360,2020W47
691,Indiana,2020,34,1347,2020W47
692,Indiana,2020,35,1350,2020W47
693,Indiana,2020,36,1257,2020W47
694,Indiana,2020,37,1318,2020W47
695,Indiana,2020,38,1384,2020W47
696,Indiana,2020,39,1414,2020W47
697,Indiana,2020,40,1376,2020W47
698,Indiana,2020,41,1382,2020W47
699,Indiana,2020,42,1462,2020W47
700,Indiana,2020,43,1415,2020W47
701,Indiana,2020,44,1467,2020W47
702,Indiana,2020,45,1462,2020W47
703,Indiana,2020,46,1323,2020W47
704,Indiana,2020,47,918,2020W47
705,Iowa,2020,1,664,2020W47
706,Iowa,2020,2,647,2020W47
707,Iowa,2020,3,620,2020W47
708,Iowa,2020,4,640,2020W47
709,Iowa,2020,5,615,2020W47
710,Iowa,2020,6,637,2020W47
711,Iowa,2020,7,600,2020W47
712,Iowa,2020,8,643,2020W47
713,Iowa,2020,9,642,2020W47
